documentId,Paragraph,Compound
US20150050236A1,"A flame-dried round-bottomed flask was charged with diyne 12 (340 mg, 2.10 mmol), THF (15 mL) and cooled to −78° C. nBuLi (0.84 mL, 2.5 M in Hexanes, 2.10 mmol) was added dropwise over 1 min. and the reaction was stirred for 20 min. at −78° C. BF3.Et2O (0.26 mL, 2.11 mmol) was then added and the reaction was stirred for a further 20 min. at −78° C. A solution of tosylepoxide 10 (74.5 g, 0.291 mmol) was then added and the reaction was allowed to warm to room temperature. After stirring for 1 h, the reaction was quenched with H2O (20 mL) and extracted with Et2O (4×20 mL). The combined organic layers were washed with brine (30 mL) and dried (MgSO4). Column chromatography on silica gel (2:3 EtOAc:Hexanes) followed by concentration in vacuo yielded diynol 14 (31.4 mg, 0.0751 mmol, 26%) as a colourless, transparent liquid. Rf=0.43 (1:2 EtOAc:Hexanes). Spectral data for 14: 1H NMR (CDCl3, 400 MHz): δ 7.83 (AA′XX′, 2H), 7.34 (AA′XX′, 2H), 4.60 (m, 1H), 3.82 (dt, 1H, J=6.0, 4.6 Hz), 3.12 (m, 2H), 2.45 (s, 3H), 2.35 (m, 2H), 2.16 (tt, 2H, J=7.0, 2.4 Hz), 1.28-1.83 (m, 13H), 0.81-0.96 (m, 6H). 13C NMR (CDCl3, 100 MHz): δ 144.8, 134.0, 129.8, 127.9, 85.8, 81.0, 77.9, 75.3, 73.7, 70.0, 31.7, 28.9, 28.8, 28.7, 23.84, 23.81, 22.6, 21.8, 18.7, 14.1, 9.8, 9.5. IR (neat, cm−1): 3389 (br, m), 2955 (m), 2931 (s), 2857 (m), 1716 (m), 1598 (m), 1463 (m), 1363 (s), 1176 (s), 1097 (w). [α]D2°=7.5 (c 0.04; CH2Cl2).",12 | 10 | THF | nBuLi | BF3.Et2O | Et2O | H2O | brine | MgSO4 | silica gel | 14
US04279819,2-[[[5-(Dimethylamino)methyl-2-furanyl]methyl]thio]ethanamine (2.14 g) and isopropylisocyanate (0.89 g) were dissolved in acetonitrile and allowed to stand overnight. Solvents were removed and the residue recrystallised from methanol:ether to give N-[2-[[[5-(dimethylamino)methyl-2-furanyl]methyl]thio]ethyl]-N'-(1-methylethyl)urea as crystals m.p. 65°-67° (2.8 g).,2-[[[5-(Dimethylamino)methyl-2-furanyl]methyl]thio]ethanamine | isopropylisocyanate | acetonitrile | methanol | ether | N-[2-[[[5-(dimethylamino)methyl-2-furanyl]methyl]thio]ethyl]-N'-(1-methylethyl)urea
US05374720,"The same procedure as in Example 1-1 was carried out by using p-nitrobenzyl (1R,5S,6S)-2-diphenoxyphosphoryloxy-6-[(R)-1-hydroxyethyl]-1-methyl-1-carbapen-2-em-3-carboxylate(500 mg, 0.84 mmol) and (2S,4S)-4-mercapto-2-(N-methyl-2,5-dioxopyrrolidin-3-yl)-N-(p-nitrobenzyloxycarbonyl)pyrrolidine diastereomer A (330 mg, 0.84 mmol, compound of Reference Example 8) to obtain p-nitrobenzyl (1R,5S,6S)-6-[(R)-1-hydroxyethyl]-1-methyl-2-[(2S,4S)-2-(N-methyl-2,5-dioxopyrrolidin-3-yl)-N-(p-nitrobenzyloxycarbonyl)pyrrolidin-4-ylthio]-1-carbapen-2-em-3-carboxylate diastereomer A (311 mg, yield: 50.1%).","p-nitrobenzyl (1R,5S,6S)-2-diphenoxyphosphoryloxy-6-[(R)-1-hydroxyethyl]-1-methyl-1-carbapen-2-em-3-carboxylate | (2S,4S)-4-mercapto-2-(N-methyl-2,5-dioxopyrrolidin-3-yl)-N-(p-nitrobenzyloxycarbonyl)pyrrolidine | p-nitrobenzyl (1R,5S,6S)-6-[(R)-1-hydroxyethyl]-1-methyl-2-[(2S,4S)-2-(N-methyl-2,5-dioxopyrrolidin-3-yl)-N-(p-nitrobenzyloxycarbonyl)pyrrolidin-4-ylthio]-1-carbapen-2-em-3-carboxylate"
US08349836B2,"A mixture of 6-bromo-2,3-dihydro-phthalazine-1,4-dione (42.8 g, 178 mmol) in POCl3 (300 mL) was heated at reflux for 3 h. The mixture was allowed to cool and concentrated. The residue was taken up in EtOAc (400 mL) and water (200 mL), and neutralized with sodium bicarbonate. The layers were separated, aqueous layer was extracted with EtOAc (3×200 mL), and combined organic layers were dried over anhydrous sodium sulfate and concentrated. The residue was dissolved in dioxane (300 mL) and 2N NaOH (250 mL). The mixture was heated at 50° C. for 30 min, poured into water (3 L), and stirred for 15 min. Solid was filtered and dried in vacuum at room temperature to give title compound as a greenish solid (12.0 g, 24.3%). M/z (M+1)=259.32.","6-bromo-2,3-dihydro-phthalazine-1,4-dione | POCl3 | EtOAc | water | sodium sulfate | dioxane | title compound"
US07511072B2,"To a solution of (3R)-3-[4-chloro-7-(cyclopropanecarbonyl-amino)-1-oxo-1,3-dihydro-isoindol-2-yl]-3-(3-ethoxy-4-methoxy-phenyl)-propionic acid methyl ester (3.0 g, 6.2 mmol) in THF (60 ml) was added NaOH (10N, 1.2 ml, 12 mmol). The mixture was stirred at room temperature overnight. To it was added water (50 ml). The mixture was extracted with EtOAc (50 ml×2). The aqueous layer was acidified by conc. HCl until pH=6. The resulted cloudy mixture was extracted with EtOAc (50 ml×2). The organice layer washed with water (30 ml×2), brine (30 ml), dried over Na2SO4, filtered and concentrated in vacuo to give (3R)-3-[4-chloro-7-(cyclopropanecarbonyl-amino)-1-oxo-1,3-dihydro-isoindol-2-yl]-3-(3-ethoxy-4-methoxy-phenyl)-propionic acid as a white solid (2.8 g, 99%): mp, 1118-120° C., 1H NMR (CDCl3) δ 0.86-0.91 (m, 2H, c-CH2), 1.05-1.11 (m, 2H, c-CH2), 145 (t, J=7.0 Hz, 3H, OCH2CH3), 1.65-1.70 (m, 1H, c-CH), 3.13 (dd, J=6, 15 Hz, 1H, CHH), 3.23 (dd, J=10, 15 Hz, 1H, CHH), 3.86 (s, 3H, OCH3), 4.00-4.11 (m, 3H, NCHH+OCH2CH3), 4.32 (d, J=18 Hz, 1H, NCHH), 5.80-5.86 (m, 1H, CHN), 6.83-6.92 (m, 3H, Ar), 7.35 (d, J=9 Hz, 1H, Ar), 8.41 (d, J=9 Hz, 1H, Ar), 10.39 (s, 1H, NHCO). 13C NMR (CDCl3): δ 8.4, 8.5, 14.7, 16.1, 36.7, 45.9, 51.8, 55.9, 64.6, 111.5, 112.4, 118.9, 119.0, 1198, 121.9, 130.1, 132.9, 136.7, 139.0, 148.7, 149.5, 168.7, 172.8, 173.8; Anal Calcd for C24H25ClN2O6+0.37H2O: C, 60.11; H, 5.41; N, 5.84. Found: C, 60.11; H, 5.25; N, 5.64, H2O, 1.40.","(3R)-3-[4-chloro-7-(cyclopropanecarbonyl-amino)-1-oxo-1,3-dihydro-isoindol-2-yl]-3-(3-ethoxy-4-methoxy-phenyl)-propionic acid methyl ester | (3R)-3-[4-chloro-7-(cyclopropanecarbonyl-amino)-1-oxo-1,3-dihydro-isoindol-2-yl]-3-(3-ethoxy-4-methoxy-phenyl)-propionic acid | THF | NaOH | water | EtOAc | EtOAc | water | brine | Na2SO4"
US20150031685A1,"To a solution of methyl 2-(1-methyl-2,2-dioxido-1,3-dihydrobenzo[c]isothiazol-6-yl)acetate (0.42 g, 0.0016 moles) in MeOH (15 ml) was added 10% aqueous sodium hydroxide solution (15 ml) at 0° C. The reaction mixture was then stirred at room temperature for 2 hours. After completion of the reaction, the solvent was removed in vacuo, the residue was dissolved in water and extracted with ethyl acetate twice. The aqueous layer was cooled to 0° C. and acidified to pH 2 with 3N AqHCl. The precipitated solid was filtered and washed with water and dried get pure 2-(2,2-dioxido-1,3-dihydrobenzo[c]isothiazol-6-yl)acetic acid (0.27 g).","methyl 2-(1-methyl-2,2-dioxido-1,3-dihydrobenzo[c]isothiazol-6-yl)acetate | MeOH | sodium hydroxide | water | ethyl acetate | water | 2-(2,2-dioxido-1,3-dihydrobenzo[c]isothiazol-6-yl)acetic acid"
US20150307493A1,"A solution of methyl(2-chloro-4-fluorophenyl)acetate (100 mg, 0.5 mmol) (Acros Organics cat#30478) and N-bromosuccinimide (90 mg, 0.5 mmol) in carbon tetrachloride (0.7 mL) was heated to 100° C. for 1 h. The reaction mixture was cooled to room temperature, filtered, and partitioned between ethyl acetate and water. The combined organic layers were washed with brine, dried over MgSO4, filtered, and concentrated to afford crude methyl bromo(2-chloro-4-fluorophenyl)acetate as light yellow semi solid (120 mg, 90%).",methyl(2-chloro-4-fluorophenyl)acetate | N-bromosuccinimide | carbon tetrachloride | ethyl acetate | water | brine | MgSO4 | methyl bromo(2-chloro-4-fluorophenyl)acetate | solid
US20080027041A1,"A mixture of 4-(4-methoxy-2-methyl-phenyl)-4-oxo-butyric acid (2 g, 9 mmol), acetic acid (30 mL) and 48% aqueous HBr (10 mL) was heated at 130° C. for 5.5 h. The reaction was cooled to rt and concentrated at reduced pressure and azeotrope twice with benzene to give a crude residue. The crude residue was dissolved in ethanol (25 mL) and added amberlyst then heated at 90° C. for 18 h. The reaction was filtered over celite and evaporated ethanol at reduced pressure then quenched with water and extracted twice with methylene chloride to obtain 4-(4-hydroxy-2-methyl-phenyl)-4-oxo-butyric acid ethyl ester (1.6 g, 75%). The crude material was used for the next reaction without purification. Step 2",4-(4-methoxy-2-methyl-phenyl)-4-oxo-butyric acid | acetic acid | HBr | benzene | crude residue | crude residue | ethanol | ethanol | water | methylene chloride | 4-(4-hydroxy-2-methyl-phenyl)-4-oxo-butyric acid ethyl ester
US04540690,"A mixture of 2-[4-(trifluoromethyl)benzoyl]cyclohexanone, 5.4 g, 0.02 mole, with 2.28 g, 0.04 mole of azetidine and 25 mg of p-toluenesulfonic acid in 50 ml of benzene was refluxed for 17 hr using a Soxhlet device containing 50 g of 3A molecular sieves. The resulting solution was evaporated, the residue was dissolved in 75 ml of ethanol and hydrogenated in the presence of 0.5 g of platinum dioxide (PtO2) at an initial pressure of 54 psig for 1.5 hr. The mixture was filtered, cooled in ice and treated with 5.4 g of sodium borohydride (NaBH4) and stirred at room temperature for 16 hr. The mixture was then evaporated, the residue taken up in a water/diethyl ether mixture, the ether extract being separated and washed with saturated sodium chloride solution, dried with magnesium sulfate and evaporated. Trituration of the residue with diethyl ether gave 0.76 g (plus filtrate) of the N-[2-[[4-(trifluoromethyl)phenyl](hydroxy)methyl] cyclohexyl]azetidine as a colorless solid, mp 163°-165° C., which was raised to 167°-168° C. on recrystallization from methanol. The UV λmax(ε)216(9,550), 252(382), 258(442), 263(411), 258(307). The IR and Mass spectral analyses were consistent. The NMR (CDCl3) indicated that the product contained a mixture of two diastereoisomers. δ7.6-7.4(m,5H,aromatic) 5.1(m,1H, HC--O), 2.7(m,1H, CH--N), 2.2-1.9(m,3H, CH--C--O and C--CH2 --C of azetidine), 1.9-0.9(m,8H, CH2 's).",2-[4-(trifluoromethyl)benzoyl]cyclohexanone | azetidine | p-toluenesulfonic acid | benzene | 3A | ethanol | platinum dioxide | ice | sodium borohydride | diethyl ether | ether | sodium chloride | magnesium sulfate | N-[2-[[4-(trifluoromethyl)phenyl](hydroxy)methyl] cyclohexyl]azetidine
US20140121213A1,"BF3.Et2O (53.8 g, 378.8 mmol) was added dropwise over 15 min to a cooled (−40° C.) solution of HC(OEt)3 (51.0 g, 344.4 mmol) in CH2Cl2 (200 mL). Stirring was continued for 10 min at −40° C. then the solution was transferred to an ice-water bath and stirred at 0° C. for 20 min. The mixture was cooled to −78° C., and acetone (10.0 g, 172.2 mmol) added followed by dropwise addition of i-Pr2NEt (66.7 g, 516.5 mmol) over 30 min. Stirring was continued for 1 h then the solution was poured onto a vigorously stirred mixture of saturated NaHCO3 (200 mL) and CH2Cl2 (300 mL). The organic phase was separated, washed with ice-cold 1 N H2SO4 (200 mL×2) and brine (200 mL), dried over Na2SO4 and evaporated, the residue oil was purified by distillation under reduced pressure (1 mm Hg, 78-82° C.) to give the title compound. (19.5 g, 70.7%) as a colorless oil. This was used in the next step.",BF3.Et2O | HC(OEt)3 | CH2Cl2 | ice-water | ice | acetone | i-Pr2NEt | NaHCO3 | CH2Cl2 | brine | Na2SO4 | title compound
US08765746B2,"To a mixture of 3-[amino(4-chlorophenyl)methyl]-4-cyano-5-(morpholin-4-yl)thiophene-2-carboxylic acid.HCl (0.206 g, 0.497 mmol), 1-Hydroxybenzotriazole hydrate (92.1 mg, 0.601 mmol) and N-(3-Dimethylaminopropyl)-N′-ethylcarbodiimide hydrochloride (188 mg, 0.981 mmol) in dry Methylene chloride (10.0 mL, 156 mmol) was added N,N-Diisopropylethylamine (0.252 mL, 1.45 mmol). The resulted clear solution was stirred at r.t. for 21 hours. The reaction solution was diluted with DCM (−30 mL), washed with water (3×), brine, dried over anhydrous Na2SO4, filtered and rotavaped to give a crude product. Chromatograph in a silica gel column using MeOH/DCM (0/100 to 3/97) afforded a racemic product (0.138 g, yield 74.8%).","3-[amino(4-chlorophenyl)methyl]-4-cyano-5-(morpholin-4-yl)thiophene-2-carboxylic acid | HCl | 1-Hydroxybenzotriazole hydrate | N-(3-Dimethylaminopropyl)-N′-ethylcarbodiimide hydrochloride | Methylene chloride | N,N-Diisopropylethylamine | DCM | water | brine | Na2SO4 | crude product | product | MeOH/DCM"
US20080167303A1,"Cesium carbonate (0.29 g, 0.9 mmol) was added to a solution of 1-(4-chlorophenyl)-1,3-dihydro-2,1,3-benzothiadiazole2,2-dioxide (Made analogously as in general procedure I, 0.25 g, 0.9 mmol), and 1,4-dibromobutane (0.42 mL, 3.6 mmol) in dry DMF (5.0 mL) under nitrogen. After 3 h, the reaction mixture was diluted with diethyl ether and washed with water and brine. The ether layer was dried over magnesium sulfate, filtered and concentrated in vacuo to give 0.41 g of crude product. The crude product was pre-adsorbed onto Celite and purified via Isco chromatography (Redisep, silica, gradient 5-30% ethyl acetate in hexane) to afford 0.22 g (59%) of 1-(4-bromobutyl)-3-(4-chlorophenyl)-1,3-dihydro-2,1,3-benzothiadiazole2,2-dioxide.","Cesium carbonate | 1-(4-chlorophenyl)-1,3-dihydro-2,1,3-benzothiadiazole2,2-dioxide | 1,4-dibromobutane | DMF | diethyl ether | ether | water | brine | magnesium sulfate | crude product | crude product | silica | ethyl acetate | hexane | 1-(4-bromobutyl)-3-(4-chlorophenyl)-1,3-dihydro-2,1,3-benzothiadiazole2,2-dioxide"
US07238714B2,"The title compound was prepared according to the procedure described in step 1 of Example 67 from methyl 5-chloro-2-fluorobenzoate and 2,3-difluorophenol: 1H-NMR (CDCl3) δ 7.94 (1H, d, J=2.6 Hz), 7.47 (1H, dd, J=8.7, 2.6 Hz), 7.05–6.86 (3H, m), 6.72–6.60 (1H, m), 3.85 (3H, s).","title compound | methyl 5-chloro-2-fluorobenzoate | 2,3-difluorophenol"
US08552028B2,"Scheme 1 (FIG. 1): Protection of the hydroxyl group in vanillin with benzyl bromide yielded aldehyde 1 is shown in Scheme 1. Henry reaction between aldehyde 1 and nitromethane gave nitrostyrene 2. Reduction of compound 2 with lithium aluminum hydride in tetrahydrofuran (THF) afforded amine 3. The reaction of amine 3 with an excess amount of methyl formate provided formamide 4. Cyclization of amide 4 using phosphorus oxychloride (POCl3) via Bischler-Napieralski reaction obtained 3,4-dihydroisoquinoline 5. Alkylation of compound 5 with iodopropane followed by NaBH4 reduction produced tetrahydroisoquinoline 6 in high yield. Catalytic hydrogenation over Pd/C removed the protective groups of 6 to afford 1,2,3,4-tetrahydroisoquinolin-7-ol 7 in quantitative yield. Treatment of compound 7 with Pb(OAc)4 in acetic acid followed by acid-catalyzed aromatic substitution with 1,3-dimethoxybenzene using trifluoroacetic acid (TFA) furnished 8-phenyl-tetrahydroisoquinolin-7-ol 8.","Pd/C | 1,2,3,4-tetrahydroisoquinolin-7-ol | compound 7 | Pb(OAc)4 | acetic acid | 1,3-dimethoxybenzene | trifluoroacetic acid | 8-phenyl-tetrahydroisoquinolin-7-ol"
US20120149718A1,"A solution of (5-{[(2-methoxy-ethyl)-methyl-amino]-methyl}pyrazin-2-yl) carbamic acid tert-butyl ester (382 mg, 1.3 mmol) in CH2Cl2 (40 mL) was added TFA (4 mL) and the reaction mixture was stirred at room temperature for 2 h and then concentrated in vacuo. The residue was dissolved in CH2Cl2, poured onto saturated aqueous NaHCO3 and extracted 3 times into CH2Cl2. The combined extracts were dried over Na2SO4 and concentrated in vacuo to afford 5-{[(2-methoxyethyl)-methylamino]-methyl}-pyrazin-2-ylamine (98 mg, 38%): 1H NMR (300 MHz, CHLOROFORM-d) δ ppm 2.33 (s, 3H) 2.67 (t, J=5.75 Hz, 2H) 3.35 (s, 3H) 3.54 (t, J=5.75 Hz, 2H) 3.63 (s, 2H) 4.55 (br. s., 2H) 7.97 (d, J=1.32 Hz, 1H) 8.04 (d, J=1.51 Hz, 1H).",(5-{[(2-methoxy-ethyl)-methyl-amino]-methyl}pyrazin-2-yl) carbamic acid tert-butyl ester | CH2Cl2 | TFA | CH2Cl2 | NaHCO3 | CH2Cl2 | Na2SO4 | 5-{[(2-methoxyethyl)-methylamino]-methyl}-pyrazin-2-ylamine
US20030078270A1,"Using General Procedure D; [1 -(4-bromophenyl)-cyclopropyl ]-dipropylamine (Intermediate 121, 150.0 mg, 0.50 mmol) in triethylamine (5 mL) was treated with copper(I)iodide (10.0 mg, 0.05 mmol) and then sparged with argon for 5 minutes. Trimethylsilyl acetylene (0.70 g, 7.1 mmols) was then added followed by dichlorobis(triphenylphosphine)palladium(II) (35.0 mg, 0.05 mmol). The resulting reaction mixture was heated to 70° C. for 5d. The title compound was isolated by chromatography (0-3% EtOAc—hexanes).",[1 -(4-bromophenyl)-cyclopropyl ]-dipropylamine | Intermediate 121 | triethylamine | copper(I)iodide | argon | Trimethylsilyl acetylene | dichlorobis(triphenylphosphine)palladium(II) | 5d | title compound | EtOAc—hexanes
US20030018046A1,"To a stirred solution of 1-(2-trimethylsilylethoxymethyl)-2-formyl-benzimidazole (prepared as described by Bridger et al. U.S. patent application U.S. Ser. No. 09/535,314) (0.150 g, 0.54 mmol) in dry MeOH (2.5 mL) was added a dry MeOH (2.5 mL) solution of N′-(1H-benzimidazol-2-ylmethyl)-N′-(5,6,7,8-tetrahydro-8-quinolinyl)-1,4-benzenedimethanamine (0.215 g, 0.54 mmol) under an argon atmosphere. The mixture was stirred at room temperature for 1.5 h then concentrated under reduced pressure and analyzed by 1H NMR. The residue was dissolved in dry MeOH (5 mL) and to the resultant solution was added sodium borohydride (41 mg, 1.08 mmol) and the reaction mixture stirred for 16 h (see General Procedures XX). Purification of the crude product by radial chromatography on a 2 mm TLC grade silica gel plate (CH2Cl2/MeOH/NH4OH, 100:1:1 followed by 50:1:1) afforded the desired product (0.165 g, 47%) as a pale yellow oil.","1-(2-trimethylsilylethoxymethyl)-2-formyl-benzimidazole | MeOH | MeOH | N′-(1H-benzimidazol-2-ylmethyl)-N′-(5,6,7,8-tetrahydro-8-quinolinyl)-1,4-benzenedimethanamine | argon | MeOH | resultant solution | sodium borohydride | crude product | silica gel | CH2Cl2/MeOH/NH4OH | desired product"
US05464829,"Using 306 mg of p-methoxybenzyl 7-[(Z)-2-(2-tritylaminothiazol-4-yl)-2-{(S)-1-diphenylmethoxycarbonylethoxyimino}acetamido]-3-chloromethyl-3-cephem-4-carboxylate in place of p-methoxybenzyl 7-{(Z)-2-(2-tritylaminothiazol-4-yl)-2-methoxyiminoacetamido}-3-chloromethyl-3-cephem-4-carboxylate and 56 mg of 2-mercaptothiazolo[4,5-c]pyridine, the reaction and purification were carried out in the same manner as in Example 1(a) to obtain 276 mg of the title compound in a yield of 80%.","p-methoxybenzyl 7-[(Z)-2-(2-tritylaminothiazol-4-yl)-2-{(S)-1-diphenylmethoxycarbonylethoxyimino}acetamido]-3-chloromethyl-3-cephem-4-carboxylate | 2-mercaptothiazolo[4,5-c]pyridine | title compound"
US06727264B1,"Prepared by Procedure A and Scheme AN using N-(3-{1-[3-(4- fluorophenyl)-3-hydroxypropyl]-4-piperidinyl}phenyl)-2-methylpropanamide and 3,4-dichlorophenol: ESMS m/e: 542.7 (M+H)+.","N-(3-{1-[3-(4- fluorophenyl)-3-hydroxypropyl]-4-piperidinyl}phenyl)-2-methylpropanamide | 3,4-dichlorophenol"
US08383652B2,"0.7 g (16.5 mmol) of sodium hydride are added portionwise to a solution at 0° C. of 3.9 g (16.5 mmol) of methyl (diethoxyphosphoryl)methoxyacetate in 45 mL of tetrahydrofuran. The reaction mixture is stirred for 45 minutes at room temperature, followed by dropwise addition of 3.4 g (11.8 mmol) of 3-butoxy-4-iodobenzaldehyde (prepared as described in Example 19g) in 30 mL of tetrahydrofuran. The reaction is slightly exothermic and the reaction mixture is maintained at a temperature of 25-27° C. with an ice bath. When the temperature has stabilized, the reaction mixture is stirred for 20 hours at room temperature. The reaction is worked up by addition of 60 mL of water and extraction with ethyl acetate. The organic phases are combined, washed with saturated sodium chloride solution and then dried over magnesium sulfate. The solvents are evaporated off. The crude product obtained is purified by chromatography on a column of silica eluted with a 98/2 heptane/ethyl acetate mixture. 1.5 g (33%) of the isomer methyl (Z)-3-(3-butoxy-4-iodophenyl)-2-methoxyacrylate are obtained in the form of a yellow solid and 1.0 g of the isomer (E)-3-(3-butoxy-4-iodophenyl)-2-methoxyacrylate are obtained in the form of a pale yellow oil.",sodium hydride | methyl (diethoxyphosphoryl)methoxyacetate | tetrahydrofuran | 3-butoxy-4-iodobenzaldehyde | tetrahydrofuran | ice | water | ethyl acetate | sodium chloride | magnesium sulfate | crude product | silica | heptane/ethyl acetate | methyl (Z)-3-(3-butoxy-4-iodophenyl)-2-methoxyacrylate | (E)-3-(3-butoxy-4-iodophenyl)-2-methoxyacrylate
US20050065118A1,"As described in Example 1, the title compound was prepared from 3,4-dichlorobenzenisothiocyanate (120 mg) and N-aminobenzo[3,4-c]1,2,5-oxadiazol-5-ylcarboxamide (88 mg). The title compound had the following physical properties: mp 315-317° C.; LC-MS 364.1.","title compound | 3,4-dichlorobenzenisothiocyanate | N-aminobenzo[3,4-c]1,2,5-oxadiazol-5-ylcarboxamide | title compound"
US05965692,"A mixture of 2,5-dioxo-1,4-dioxane (2.02 g; 17.4 mmol) and di-n-propylamine (5 ml; 36.5 mmol) was heated at 50° C. for 1 h and at 90° C. for 66 h. Toluene was added and subsequently removed in vacuo with excess di-n-propylamine. The residue was purified by flash chromatography using 10% methanol in methylene chloride as eluent to give 4.18 g (66%) of the desired compound.","2,5-dioxo-1,4-dioxane | di-n-propylamine | Toluene | di-n-propylamine | desired compound"
