documentId,Paragraph,Compound
US05914328,The 3-((1-methyl-2-(S)-pyrrolidinyl)methoxy)-5-amino-pyridine from Example 94 is dissolved in THF and reacted with acetyl chloride according to standard procedures. The product is purified by chromatography on silica gel and converted into the title compound by treatment with HCl in ether according to Example 14c.,3-((1-methyl-2-(S)-pyrrolidinyl)methoxy)-5-amino-pyridine | THF | acetyl chloride | silica gel
US08883786B2,"In analogy to Example 183, 5-[2-(2-chloro-4-methoxy-phenyl)-1-hydroxy-1-trifluoromethyl-propyl]-1-methyl-1H-pyridin-2-one (Example 195) was reacted with BBr3 to give the title compound as a colorless solid. MS (m/e, ISP neg. ion)=360.0 [M+H+].",5-[2-(2-chloro-4-methoxy-phenyl)-1-hydroxy-1-trifluoromethyl-propyl]-1-methyl-1H-pyridin-2-one | BBr3 | title compound
US05292732,"6-(p-Chlorophenyl)-3,4-dihydro-1-methylpyrrolo[1,2-a]pyrazine (1.0 g) was dissolved in a mixture of 100 ml of methanol and 10 ml of water under argon. The solution was treated portionwise with 0.5 g of sodium borohydride while stirring and stirred at room temperature overnight. Thereafter, the methanol was removed in a vacuum, the residue was taken up in 100 ml of methylene chloride and washed with 50 ml of 10% ammonia solution. The phases were separated and the aqueous phase was extracted twice with 70 ml of methylene chloride each time. The organic phases were combined, dried with MgSO4 and freed from solvent. The crude product, 1.1 g of brown oil, was dissolved in a 30-fold amount of ethanol with the addition of a 5-fold amount of methylene chloride and treated with 1.1 equivalents of a saturated solution of fumaric acid in ethanol. There were obtained 1.1 g (74%) of 6-(p-chlorophenyl)-1,2,3,4-tetrahydro-1-methylpyrrolo[1,2-a]pyrazine fumarate (1:1 ); m.pt.: 196°-198° C. (dec.)","6-(p-Chlorophenyl)-3,4-dihydro-1-methylpyrrolo[1,2-a]pyrazine | methanol | water | argon | sodium borohydride | methanol | methylene chloride | ammonia | methylene chloride | MgSO4 | crude product | brown oil | ethanol | saturated solution | fumaric acid | ethanol | 6-(p-chlorophenyl)-1,2,3,4-tetrahydro-1-methylpyrrolo[1,2-a]pyrazine fumarate"
US07101880B2,"To thiophene-2-carboxylic acid(2,2,2-trifluoroethyl)amide (2.8 g, 13.28 mmol, 1.0 equiv.) in toluene (100 mL) was added Lawesson's reagent (2.71 g, 6.69 mmol, 0.5 equiv.) The solution was stirred at 100° C. for 3 h. The solvent was removed in vacuo and the resulting residue was purified by flash chromatography (5% EtOAc/hexanes as eluent) to afford the title compound (1.4 g) as a yellow solid. MS=225.9 (M+1).","thiophene-2-carboxylic acid(2,2,2-trifluoroethyl)amide | toluene | Lawesson's reagent | EtOAc/hexanes | title compound"
US06165481,A tubular reactor of 2.0 cm in inner diameter and 10 cm in length was packed with 20 g of carrier-supported nickel catalyst. Hydrogenation was carried out by feeding into the reactor the 50 wt % squalene solution in isooctane and hydrogen gas to obtain a squalane solution in isooctane. Samples were taken out for 30 hours after the temperature was stabilized at 210° C.,nickel | squalene | isooctane | hydrogen | squalane | isooctane
US06498174B1,"A mixture of 3.62 g (19.1 mmol) of 4-trifluoromethylbenzamide and 4.0 g (19 mmol) of methyl 4-bromo-3-oxo-pentanoate in 15 mL of toluene and 10 mL of dioxane (with 2 mL of EtOH) was refluxed for 22 h. The solution was concentrated under reduced pressure. The residue was taken into EtOAc and washed with water, brine, and dried over MgSO4. The crude material was purified by silica gel chromatography (10%-40% EtOAc in hexanes) to yield 130 mg of a yellow solid: 1H NMR (CDCl3, 400 MHz) δ8.1 (d, 2H, J=8.3), 7.65 (d, 2H, J=8.4), 3.75 (s, 3H), 3.58 (s, 2H), 2.39 (s, 3H); low resolution MS (ES+) m/e 300.0 (MH+).",4-trifluoromethylbenzamide | methyl 4-bromo-3-oxo-pentanoate | toluene | dioxane | EtOAc | water | brine | MgSO4 | crude material | silica gel | hexanes | yellow solid
US06511997B1,"Under a stream of argon gas, 543 mg of 2-nitrophenylacetic acid and 486 mg of carbonyldiimidazole were dissolved in 10 ml of tetrahydrofuran, followed by stirring at room temperature for 10 minutes. Then, 254 mg of 3-amino-5-(4-fluorophenyl)-4-(4-pyridyl)pyrazole and 457 mg of DBU were added thereto, followed by stirring at room temperature overnight. After the reaction mixture was concentrated under reduced pressure, the resulting residue was suspended in chloroform, washed with a saturated aqueous solution of sodium bicarbonate and a saturated aqueous solution of sodium chloride, dried over anhydrous magnesium sulfate, and then concentrated. The resulting residue was purified by column chromatography using 40 g of silica gel [with an elution solvent comprising chloroform-methanol (100:1)]. Thus, 70 mg (14% yield) of the title compound was obtained as a white powder.",argon | 2-nitrophenylacetic acid | carbonyldiimidazole | tetrahydrofuran | 3-amino-5-(4-fluorophenyl)-4-(4-pyridyl)pyrazole | DBU | sodium bicarbonate | sodium chloride | magnesium sulfate | title compound
US04273728,"Hexafluoroacetone (16.6 g, 0.10 mol) was distilled into a stirred mixture of potassium fluoride (5.80 g, 0.10 mol) and 1-(2-methoxyethoxy)-2-methoxyethane (hereinafter referred to as diglyme) (100 ml) to give a homogeneous solution. This mixture was maintained at 25°-30° C. and treated with 1,2-dichloro-1,1,3,3-tetrafluoropropene (18.3 g, 0.10 mol, prepared according to J. E. Bissey, H. Goldwhite and D. G. Rowsell, J. Org. Chem., 32, 1542 (1967)). The mixture was stirred overnight and then it was poured into water (500 ml). The lower layer was washed with water (250 ml), dried, and distilled to give 1-(heptafluoro-2-propoxy)-1,1,3,3-tetrafluoro-2-chloropropene (13.0 g, 0.039 mol, 39%), bp 82°-83° C. whose structure was confirmed by the following: λmax 5.72 (CCl=CF2) and 7.5-10 μm (CF, C--O); 19F NMR, -64.9 (m) 2F, -- OCF2C=C; -76.0 (2nd order m) 2F, C=CF2 ; -81.2 (t J=5.7 Hz, each member d J=2.2 Hz) 6F, CF3 ; and -146.7 ppm (t J=22.9 Hz each member septet J=2.2 Hz) 1F, CFO.","Hexafluoroacetone | potassium fluoride | 1-(2-methoxyethoxy)-2-methoxyethane | diglyme | 1,2-dichloro-1,1,3,3-tetrafluoropropene | water | water | 1-(heptafluoro-2-propoxy)-1,1,3,3-tetrafluoro-2-chloropropene"
US05552464,"from 2,2,6,6-tetramethylpiperidin-4-one oxime and p-xylylene dibromide","2,2,6,6-tetramethylpiperidin-4-one oxime | p-xylylene dibromide"
US04533482,"The 1,3-butadiene-butyl acrylate copolymer prepared according to Example 19 is hydrogenated and isolated according to Example 18 with the exception that 1 ml. of 30% aqueous hydrogen peroxide is added to the aqueous citric acid solution to speed up isolation. Both IR and NMR spectra of the final copolymer show no olefinic absorptions (no unsaturation). GPC gives Mw=9.3×105, Mn=1.6×105, and Mw/Mn=5.7 (relative to polymethylmethacrylate). The performance of this copolymer as a VI improver is illustrated in Table II. The hydrogenated 1,3-butadiene-butyl acrylate copolymer exhibited high VIe comparable to 1,3-butadiene-ethyl acrylate copolymer of Example 18 and the 1,3-butadiene-methyl methacrylate copolymer of Example 11 at a slightly lower use level in base oil.","hydrogenated 1,3-butadiene-butyl acrylate | 1,3-butadiene-ethyl acrylate | 1,3-butadiene-methyl methacrylate"
US20030144297A1,"To a solution of N-[(1R,2R)-2-azido-2,3-dihydro-1H-inden-1-yl]-3,6-dicyclopropyl-5-(2,4-dichlorophenyl)pyrazin-2-amine (0.55 g, 1.15 mmol) in anhydrous THF (30 mL) was added PPh3 (0.396 g, 1.51 mmol). The resulting mixture was stirred at rt for 3 hr. To the solution was added water (0.25 mL, 13.9 mmol). The reaction is then allowed to stir overnight at rt. The mixture is concentrated, and the resulting solid is dissolved in MeOH. Purify by passage over Biorad acidic resin by applying the MeOH solution onto the resin and rinsing the resin with MeOH. The resin was then rinsed with 5% triethylamine/MeOH solution to afford 0.52 g (75%) of (1R,2R)-N1-[3,6-dicyclopropyl-5-(2,4-dichlorophenyl)pyrazin-2-yl]-2,3-dihydro-1H-indene-1,2-diamine as a solid: 1H NMR (CDCl3) δ0.85-1.12, 1.64-1.76, 1.89, 2.68-2.82, 3.31-3.39, 3.66-3.72, 5.16, 5.33, 7.28-7.53; MS (ESI+) for C25H24Cl2N4 m/z 451 (M+H)+.","N-[(1R,2R)-2-azido-2,3-dihydro-1H-inden-1-yl]-3,6-dicyclopropyl-5-(2,4-dichlorophenyl)pyrazin-2-amine | THF | PPh3 | water | MeOH | MeOH | triethylamine/MeOH | (1R,2R)-N1-[3,6-dicyclopropyl-5-(2,4-dichlorophenyl)pyrazin-2-yl]-2,3-dihydro-1H-indene-1,2-diamine"
US08951536B2,"4H,6H-Furo[3,4-c][1,2,5]oxadiazol-4-one was synthesized according to literature procedures (Pollet, et al., Synthesis Communications, 1979, 977-979.) To a stirred solution of (3Z,4Z)-furan-2,3,4(5H)-trione 3,4-dioxime (3.0 g, 0.021 mol) in 1,4-dioxane (21 mL) under nitrogen, thionyl chloride (2.1 mL, 0.029 mol) was added dropwise. The resulting yellow solution was stirred overnight and then concentrated in vacuo. The resultant crystalline material was recrystallized once from a minimum amount of ethanol (EtOH) to give the desired compound as an off-white powder. The filtrate was concentrated down and recrystallized again. Combined solids yielded the desired product (2.0 g, 76%). 1H NMR (400 MHz, DMSO-d6) δ: 5.67 (s, 2H). MF=C4H2N2O3; LCMS calculated for C4H3N2O3(M+H)+: m/z=127.014.","4H,6H-Furo[3,4-c][1,2,5]oxadiazol-4-one | (3Z,4Z)-furan-2,3,4(5H)-trione 3,4-dioxime | 1,4-dioxane | nitrogen | thionyl chloride | ethanol | desired compound"
US07989477B2,"The title compound was prepared from the reduction of 4-(2-fluoro-4-nitrophenoxy)-3-(2-(pyridin-2-yl)ethynyl)pyridin-2-amine (35 mg, 0.10 mmol) using zinc dust (65 mg, 1.0 mmol) and NH4Cl (53 mg, 1.0 mmol) in the same manner as Step C of Example 11. This gave the title compound (25 mg, 78%) as brown oil. MS (ESI+): m/z 321.25 (M+H)+.",title compound | 4-(2-fluoro-4-nitrophenoxy)-3-(2-(pyridin-2-yl)ethynyl)pyridin-2-amine | zinc | NH4Cl | title compound
US05008263,"A mixture 7,8-dichloro-2,3-dihydro-4-[4-(2-methylimidazo[4,5-c]pyrid-1-yl)phenyl]-1H-[1,5]benzodiazepin-2-thione (1.36 g, 3.0 mmol), aminoacetaldehyde dimethyl acetal (630 mg, 6.0 mmol) and red mercuric oxide (650 mg, 3.0 mmol) in n-butanol (15 ml) was heated at reflux for 2.5 hours. The mixture was cooled, diluted with methanol (50 ml) and filtered through Hyflo filter aid. The solvents were removed under reduced pressure to give a foam, which was suspended in pentane and sonicated for 5 minutes. The pentane was removed in vacuo to give the title compound, 1.10 g (70%).","7,8-dichloro-2,3-dihydro-4-[4-(2-methylimidazo[4,5-c]pyrid-1-yl)phenyl]-1H-[1,5]benzodiazepin-2-thione | aminoacetaldehyde dimethyl acetal | mercuric oxide | n-butanol | methanol | pentane | pentane | title compound"
US05986115,"5.0 g of 7α-(5-chloropentyl)-11β-fluoro-3-hydroxy-estra-1,3,5(10)-trien-17-one is dissolved in 80 ml of ethyl methyl ketone, mixed with 5.7 g of sodium iodide and stirred overnight at a bath temperature of 90° C. For working-up, the reaction mixture is cooled to room temperature, stirred into water, extracted 3 times with ethyl acetate, washed with common salt solution, dried on magnesium sulfate and concentrated by evaporation in a vacuum. 6.8 g of 11β-fluoro-3-hydroxy-7α-(5-iodopentyl)-estra-1,3,5(10)-trien-17-one is obtained as crude product, which is used without further purification in the next stage.","7α-(5-chloropentyl)-11β-fluoro-3-hydroxy-estra-1,3,5(10)-trien-17-one | ethyl methyl ketone | sodium iodide | water | ethyl acetate | magnesium sulfate | 11β-fluoro-3-hydroxy-7α-(5-iodopentyl)-estra-1,3,5(10)-trien-17-one | crude product"
US07897607B2,"N-[(6-mesitylpyridin-2-yl)methyl]-N-propylpropan-1-amine (0.71 g, 2.29 mmol), was dissolved in tetrahydrofuran (15 mL). The solution was cooled to −78° C. and n-butyllithium (2.5M, 1.0 mL, 2.51 mmol) was added drop wise. After 0.5 h, diethyl ethoxymethylene malonate (0.48 mL, 2.40 mmol) was added. The reaction was removed from the dry ice bath and allowed to warm to room temperature. The mixture was quenched with water, extracted with ether, dried over sodium sulfate, filtered and concentrated. Flash chromatography gave 0.65 g (59% yield) of an isomeric mixture of the title compound.",N-[(6-mesitylpyridin-2-yl)methyl]-N-propylpropan-1-amine | tetrahydrofuran | n-butyllithium | diethyl ethoxymethylene malonate | dry ice | water | ether | sodium sulfate | isomeric mixture | title compound
