paragraph,task_name,output
"Paragraph_2_reaction_temperature:The NH2-functionalized CAU-10-NH2 (5) was synthesized by dosing 1200 mg (6.63 mmol) of 5-aminoisophthalic acid, 3.3 mL of Al3+-solution (6.6 mmol), 4 mL of DMF, and 12.7 mL of H2O into a 100 mL glass reactor with screw cap. The mixture was heated at 120 °C for 12 h, and the resulting pale pink solid was filtered off. The reaction product was redipersed in water by sonication for 30 min, filtered off again and dried for one hour at 200 °C in air.",Paragraph_2_reaction_temperature,120 °C
"Paragraph_2_reaction_temperature:The OH-functionalized CAU-10-OH (6) was synthesized by dosing 1000 mg (5.49 mmol) of 5-hydroxyisophthalic acid, 2.8 mL of Al3+-solution (5.6 mmol), 4 mL of DMF and 13.2 mL of H2O into a 100 mL glass reactor with screw cap. The mixture was heated at 120 °C for 12 h, and the resulting white solid was filtered off. The reaction product was redipersed in water by sonication for 30 min, filtered off again and dried for 1 h at 200 °C in air.",Paragraph_2_reaction_temperature,120 °C
"Paragraph_2_reaction_temperature:The optimized synthesis parameters obtained from the HT-investigations were used for the synthesis scale up of CAU-11. CAU-11 is synthesized from a mixture of AlCl3·6H2O (724 mg, 3 mmol), 4,4′-sulfonyldibenzoic acid (H2SDBA) (268 mg, 1.2 mmol), 2 M aqueous solution of NaOH (1.8 mL, 3.6 mmol), and 18.2 mL of H2O (no homogenization was necessary). The Teflon-liner was placed in a steel autoclave with a volume of 30 mL. The reaction was performed under conventional heating at 150 °C for 12 h, with 1 h heating up and 1 h cooling down. To remove free linker molecules as detected by IR spectroscopy, the resulting precipitate was filtered off and washed with DMF under microwave heating at 150 °C for 1 h. After being cooled to room temperature, the solid was filtered and dried in air. Yield ?420 mg (?98% based on H2SDBA). Elemental analysis: N 0.82%, C 46.63%, H 2.70%, S 8.41%. Calculated values based on the molecular formula [Al(OH)(SDBA)]·0.25DMF: N 0.96%, C 48.33%, H 2.94%, S 8.74%.",Paragraph_2_reaction_temperature,150 °C
"Paragraph_2_reaction_temperature:CAU-11-COOH could only be obtained in the miniaturized reactors. CAU-11-COOH was synthesized in a 5 mL glass vial from a mixture of DPSDA (53.7 mg, 0.15 mmol), 1 M aqueous solution of AlCl3·6H2O (75 μL, 0.15 mmol), and 1425 μL of H2O (no homogenization was necessary). The reaction was carried out in a HT-microwave oven at 170 °C for 5 h. After cooling to room temperature, the precipitate was filtered off and dried in air. Yield ?35 mg (?50% based on DPSDA). Elemental analysis: C 43.23%, H 2.04%, S 7.46%. Calculated values based on the molecular formula [Al(OH)(H2DPSTC)]·0.5H2O: C 45.60%, H 2.88%, S 7.60%.",Paragraph_2_reaction_temperature,170 °C
"Paragraph_2_reaction_temperature:CAU-12 was synthesized using a large excess of Al3+ ions in a mixture of DPSDA (17.9 mg, 0.05 mmol), 1000 μL of H2O, and 1 M aqueous solution of Al(NO3)3·9H2O (500 μL, 0.5 mmol). The starting materials were placed in a 5 mL glass vial, and the reaction was carried out in a HT-microwave oven at 170 °C for 5 h. After cooling to room temperature, the precipitate was filtered off and dried in air. Upscaling of the reaction was not yet achieved. Yield ?20 mg (?85% based on DPSDA). Elemental analysis: C 37.32%, H 2.29%, S 5.84%. Calculated values based on the molecular formula [Al2(OH)2(DPSTC)(H2O)2]·0.5H2O: C 36.72%, H 2.50%, S 6.13%.",Paragraph_2_reaction_temperature,170 °C
"Paragraph_2_reaction_temperature:Synthesis of CAU-17. All chemicals were purchased and obtained from Aldrich, Alfa Aesar, or BASF. They were used without further purification. Synthesis was carried out under solvothermal conditions in a Biotage Initiator microwave oven with 10 mL vials. Suitable single crystals were obtained by mixing H3BTC (62.5 mg, 297 μmol) and ground Bi(NO3)3·5H2O (125.5 mg, 259 μmol) with 5 mL of MeOH at room temperature. The sealed glass vial was shaken by hand for 1 min and subsequently heated in the microwave oven to 120 °C for 20 min with 600 rpm stirring. The obtained colorless single crystals were collected by filtration.",Paragraph_2_reaction_temperature,120 °C
"Paragraph_2_reaction_temperature:CAU-18 H6TCPP (20 mg, 2.53 × 10–2 mmol), DMF (1200 μL), H2O (300 μL), and 0.53 M aqueous (NH4)2[Ce(NO3)6] solution (94 μL, 5.06 × 10–2 mmol) were added to a 7.0 mL glass vial. The glass vial was heated for 2 h at 100 °C. The resulting product was filtered off and washed two times each with DMF and acetone. A yield of 63 mg (79% based on H6TCPP) was obtained for CAU-18, [Ce4(H2TCPP)3(DMF)2(H2O)4].",Paragraph_2_reaction_temperature,100 °C
"Paragraph_2_reaction_temperature:CAU-19-H H6TCPP (20 mg, 2.53 × 10–2 mmol), benzoic acid (HBA-H) (570 mg, 4.67 mmol), DMF (1200 μL), H2O (300 μL), and 0.53 M aqueous (NH4)2[Ce(NO3)6] solution (94 μL, 5.06 × 10–2 mmol) were added to a 7.0 mL glass vial. The glass vial was heated for 24 h at 120 °C. The resulting product was filtered off and washed two times each with DMF and acetone. A yield of 16 mg, 56% (based on H6TCPP) was obtained for CAU-19-H, [Ce3(H2TCPP)2(BA-H)(HBA-H/H2O)2]·2(HBA-H)·11H2O.",Paragraph_2_reaction_temperature,120 °C
"Paragraph_2_reaction_temperature:Zn-CAU-19-H H6TCPP (20 mg, 2.53 × 10–2 mmol), ZnSO4 (5 mg, 3.10 × 10–2 mmol), benzoic acid (HBA-H) (570 mg, 4.67 mmol), DMF (1200 μL), H2O (300 μL), and 0.53 M aqueous (NH4)2[Ce(NO3)6] solution (94 μL, 5.06 × 10–2 mmol) were added to a 7.0 mL glass vial. The glass vial was heated for 1 h at 120 °C under stirring. The resulting product was filtered off and washed two times each with DMF and acetone. A yield of 15 mg, 53% (based on H6TCPP) was obtained for Zn-CAU-19-H, [Ce3(Zn-TCPP)2(BA-H)(HBA-H/H2O)2]·2(HBA-H)·8H2O.",Paragraph_2_reaction_temperature,120 °C
"Paragraph_2_reaction_temperature:Co-CAU-19-H Co-H4TCPP (20 mg, 2.53 × 10–2 mmol), benzoic acid (HBA-H) (570 mg, 4.67 mmol), DMF (2400 μL), H2O (350 μL), and 0.53 M aqueous (NH4)2[Ce(NO3)6] solution (94 μL, 12.65 × 10–2 mmol) were added to a 7.0 mL glass vial. The glass vial was heated for 2 h at 120 °C under stirring. The resulting product was filtered off and washed two times each with DMF and acetone. A yield of 12 mg, 42% (based on Co–H4TCPP) was obtained for Co-CAU-19-H, [Ce3(Co-TCPP)2(BA-H)(HBA-H/H2O)2]·2(HBA-H)·11H2O.",Paragraph_2_reaction_temperature,120 °C
"Paragraph_2_reaction_temperature:Ce-PMOF-4NO2 H6TCPP (180 mg, 22.77 × 10–2 mmol), 4-nitrobenzoic acid (HBA-4NO2) (2000 mg, 12.05 mmol), DMF (9000 μL), and 0.53 M aqueous (NH4)2[Ce(NO3)6] solution (850 μL, 45.54 × 10–2 mmol) were added to a 30 mL Teflon vessel. The Teflon vessel was placed in an autoclave and was heated for 48 h at 120 °C. The resulting product was filtered off and washed with 100 mL DMF. A yield of 139 mg, 44% (based on H6TCPP) was obtained for Ce-PMOF-4NO2, [Ce2(H2TCPP)(BA-4NO2)2]·2DMF.",Paragraph_2_reaction_temperature,120 °C
"Paragraph_2_reaction_temperature:Optimized Reaction Conditions and Scale-Up Synthesis for CAU-21-BPDC (1)The HT synthesis optimization led to the following optimized synthesis procedure: to a mixture of 129.6 μL of 2 M Al(NO3)3·9H2O in H2O (259 μmol), 70 mg 4,4′-benzophenonedicarboxylic acid (H2BPDC, 259 μmol), and 10 mg benzoic acid (HBA, 82 μmol) were added 300 μL of N,N-dimethylformamide (3.86 mmol) and 70.4 μL of deionized water (5.36 mmol). The reactor was sealed and heated to 110 °C within 6 h, held at this temperature for 24 h, and then cooled to room temperature within 72 h. The product was filtered off, washed with N,N-dimethylformamide at 65 °C for 3 h, filtered again, and subsequently activated at 200 °C at 10–2 kPa for 48 h. The additional washing step in DMF is necessary because the raw product contains recrystallized linker molecules.Larger amounts of CAU-21-BPDC can be obtained using 648.2 μL of 2 M Al(NO3)3·9H2O in H2O (1.3 mmol), 350 mg of 4,4′-benzophenonedicarboxylic acid (H2BPDC, 1.3 mmol), 50 mg of benzoic acid (410 μmol), 1.5 mL of N,N-dimethylformamide (19.3 mmol), and 352 μL of deionized water (26.8 mmol) in a 30 mL Teflon lined steel autoclave. The temperature program and the additional washing and activation steps are the same as in the optimized synthesis conditions of CAU-21-BPDC (yield: 0.27 g, 66% based on H2BPDC).",Paragraph_2_reaction_temperature,110 °C||110 °C
"Paragraph_2_reaction_temperature:Synthesis of Single Crystals of CAU-21-BPDC (1)Single crystals of CAU-21-BPDC suitable in size for a structure determination could be obtained during the HT optimization experiments from a 2 mL reactor (Figure 1). This synthesis batch also contained recrystallized linker molecules and crystals of CAU-8-BPDC. In this experiment 64.8 μL of 2 M Al(NO3)3·9H2O in H2O (185 μmol), 50 mg of H2BPDC (185 μmol), 250 μL of DMF, and 185.2 μL of H2O were heated in an HT reactor up to 145 °C over 1 h, held at this temperature for 12 h, and cooled to room temperature over 1 h.",Paragraph_2_reaction_temperature,145 °C
"Paragraph_2_reaction_temperature:The following synthesis conditions are the optimized ones for CAU-8-ODB: a reaction mixture of 107.7 mg of 4,4′-oxydibenzoic acid (H2ODB, 0.25 mmol), 53.3 mg of Al(NO3)3·9H2O (0.25 mmol), and 6.0 mL of DMF was heated at 120 °C in a 23 mL Teflon-lined digestion bomb for 2 days followed by slow cooling at 6 °C h–1 to room temperature. A pale yellow powder of 2 was filtered off, washed with N,N-dimethylformamide at 85 °C overnight, filtered again, and subsequently activated at 200 °C at 10–2 kPa for 16 h (yield: 20 mg, 25% based on H2ODB).",Paragraph_2_reaction_temperature,120 °C
"Paragraph_2_reaction_temperature:Optimized Reaction Conditions and Scale-Up Synthesis for CAU-21-ODB (3)The HT synthesis optimization led to the following optimized synthesis procedure: to a mixture of 22.4 mg of AlCl3·6H2O (93 μmol) and 24 mg of 4,4′-oxydibenzoic acid (H2ODB, 93 μmol), and 400 μL of N,N-dimethylformamide (5.15 mmol) was added 100 μL of deionized water (5.55 mmol). The reactor was sealed carefully and heated to 170 °C within 1 h, held at this temperature for 12 h, and finally cooled to room temperature within 1 h. The product was filtered off, washed with N,N-dimethylformamide at 65 °C for 3 h, filtered again, and subsequently activated at 200 °C at 10–2 kPa for 48 h. The additional washing step in DMF is necessary because the raw filtered product contains recrystallized linker molecules. Larger amounts of CAU-21-ODB can be obtained using 336 mg of AlCl3·6H2O (1.4 mmol), 360 mg of 4,4′-oxydibenzoic acid (H2ODB, 1.4 mmol), 6 mL of N,N-dimethylformamide (77 mmol), and 1.5 mL of deionized water (83 mmol) in a 30 mL Teflon-lined steel autoclave. The temperature program and the additional washing and activation steps are the same as in the optimized synthesis conditions of CAU-21-ODB (yield: 92 mg, 23% based on H2ODB).",Paragraph_2_reaction_temperature,170 °C||170 °C
"Paragraph_2_reaction_temperature:Solvothermal Synthesis of [Al(HODB)2(OH)] (4)A reaction mixture of 4,4′-oxydibenzoic acid (H2ODB, 0.2582 g, 0.1 mmol), aluminum chloride (AlCl3, 0.1334 g, 0.1 mmol), and H2O (5.0 mL) was heated at 120 °C for 2 days, followed by slow cooling at 6 °C h–1 to room temperature. The colorless and small crystals of [Al(HODB)2(OH)] were filtered off, washed with H2O and ethanol, and dried under ambient conditions.",Paragraph_2_reaction_temperature,120 °C
"Paragraph_2_reaction_temperature:Synthesis of Zr-CAU-24. All products were synthesized using Pyrex glass reaction tubes (maximumvolume 8 mL). 1,2,4,5-Tetrakis(4-carboxyphenyl)benzene (H4TCPB, 29.8 mg, 53.3 μmol) wasintroduced into the glass reactor. After the addition of N,N-dimethylformamide (DMF; 1.5 mL) andformic acid (99%, HCOOH, 1030 μL, 27.3 mmol) an aqueous solution of zirconium(IV) dinitrate oxidehydrate (500 μL, 0.5333 M) was added. The glass reactor was sealed and heated using an aluminum heaterblock under stirring for 15 min at 100 °C. The colorless precipitate was centrifuged in the mother liquor,which was then decanted off, before being re-dispersed and centrifuged twice in DMF (2 mL). To removeDMF from the product, the solid was washed and centrifuged with acetone (2 mL) four times. Theresulting white solid was dried in air at 70 °C.",Paragraph_2_reaction_temperature,100 °C
"Paragraph_2_reaction_temperature:Synthesis of Ce-CAU-24. All products were synthesized using Pyrex glass reaction tubes (maximumvolume 8 mL). 1,2,4,5-Tetrakis(4-carboxyphenyl)benzene (H4TCPB, 29.8 mg, 53.3 μmol) wasintroduced into the glass reactor. After the addition of N,N-dimethylformamide (DMF; 1.2 mL) andformic acid (99%, HCOOH, 258 μL, 6.83 mmol) an aqueous solution of cerium(IV) ammonium nitrate(400 μL, 1.066 M) was added. The glass reactor was sealed and heated using an aluminum heater blockunder stirring for 15 min at 100 °C. The yellow precipitate was centrifuged in the mother liquor, whichwas then decanted off, before being re-dispersed and centrifuged twice in DMF (2 mL). To remove DMFfrom the product, the solid was washed and centrifuged with acetone (2 mL) four times. The resultingwhite solid was dried in air at 70 °C",Paragraph_2_reaction_temperature,100 °C
"Paragraph_2_reaction_temperature:Synthesis of CAU-26: 232.6 mg (1.40 mmol) terephthalic acid and 20 mL acetic acid were placed in a PTFE lined steel autoclave.Afterwards 0.892 mL (ca. 2 mmol) zirconium acetate solution in dilute acetic acid (15 to 17 wt% Zr) were added and the autoclave wassealed. The mixture was heated to 160 °C in one hour and then the temperature was kept for 22 hours. After the reaction mixturecooled down to room temperature, 447.0 mg of a white solid were obtained via filtration and subsequent drying for 1 hour at 60 °C.",Paragraph_2_reaction_temperature,160 °C
"Paragraph_2_reaction_temperature:Synthesis of CAU-27-BDC: 232.6 mg (1.40 mmol) terephthalic acid and 20 mL acetic acid were placed in a PTFE lined steelautoclave. Afterwards 0.892 mL (ca. 2 mmol) zirconium acetate solution in dilute acetic acid (15 to 17 wt% Zr) were added and theautoclave was sealed. The mixture was heated to 220 °C in one hour and then the temperature was kept for 238 hours. After thereaction mixture cooled down to room temperature, 526.8 mg of a white/greyish solid were obtained via filtration and subsequent dryingfor 1 hour at 60 °C.",Paragraph_2_reaction_temperature,220 °C
"Paragraph_2_reaction_temperature:Synthesis of CAU-27-BPDC: 339.1 mg (1.40 mmol) 4,4’-biphenyl-dicarboxylic acid and 20 mL acetic acid were placed in a PTFE linedsteel autoclave. Afterwards 0.892 mL (ca. 2 mmol) zirconium acetate solution in dilute acetic acid (15 to 17 wt% Zr) were added andthe autoclave was sealed. The mixture was heated to 220 °C in one hour and then the temperature was kept for 238 hours. After thereaction mixture cooled down to room temperature, 675.9 mg of a white/greyish solid were obtained via filtration and subsequent dryingfor 1 hour at 60 °C.",Paragraph_2_reaction_temperature,220 °C
"Paragraph_2_reaction_temperature:Synthesis of CAU-27-BIPY: 341.9 mg (1.40 mmol) 5,5’-dicarboxy-2,2’-bipyridine and 20 mL acetic acid were placed in a PTFE linedsteel autoclave. Afterwards 0.892 mL (ca. 2 mmol) zirconium acetate solution in dilute acetic acid (15 to 17 wt% Zr) were added andthe autoclave was sealed. The mixture was heated to 220 °C in one hour and then the temperature was kept for 238 hours. After thereaction mixture cooled down to room temperature, 509.6 mg of a white/greyish solid were obtained via filtration and subsequent dryingfor 1 hour at 60 °C.",Paragraph_2_reaction_temperature,220 °C
"Paragraph_2_reaction_temperature:Synthesis of UiO-67-BIPY: UiO-67-BIPY was prepared via a slightly adapted standard solvothermal method.[5] 1.27 mmol 5,5'-dicarboxy-2,2'-bipyridine was dissolved in 100 mL DMF in a 250 mL Schott bottle and sonicated for 15 min. Next, 1.27 mmol ZrCl4 wasadded, followed by 2.15 mL acetic acid and 0.5 mL 37% HCl. The mixture was then placed in an oven at 120 °C for 48 h. After MOFformation, the MOF was washed 3 times with DMF and 3 times with ethanol. After each washing step, the MOF mixture was centrifugedfor 30 min at 4000 rpm. Eventually, the MOF was dried overnight in an oven at 80 °C.",Paragraph_2_reaction_temperature,120 °C
"Paragraph_2_reaction_temperature:Optimized Reaction Conditions for Zr-CAU-28. In the system ZrOCl2·8H2O/H2FDC/2-propanol/acetic acid, the initial synthesis conditions were optimized. Subsequently, it was observed that 2-propanol can be readily replaced by equal volumes of water, water/2-propanol, and water/ethanol mixtures, respectively. While Zr-CAU-28 is always obtained (Figure 2), this affects the particle diameter as observed by dynamic light scattering (see Supporting Information, SI, Table S1 and Figures S1, S2). The optimized reaction system is ZrOCl2·8H2O/H2FDC/H2O/acetic acid. The most crystalline product is obtained by a microwave-assisted reaction of a mixture of 45 mg (0.28 mmol) of H2FDC, 60 mg (0.19 mmol) ZrOCl2·8H2O, 700 μL acetic acid, and 800 μL H2O. The reaction mixture was stirred for several minutes before being placed into the microwave oven at 80 °C for 1 h. The raw product was separated via centrifugation and washed in ethanol by redispersion and centrifugation. Yield: 55 mg (46% based on H2FDC) of a white crystalline powder of [Zr6O4(OH)4(FDC)4(OH)4(H2O)4]·nH2O with n ≈ 16 (elemental analysis measured: C: 16.71; H: 2.26; calculated: C: 16.72; H: 3.90).Figure 2Figure 2. PXRD patterns of Zr-CAU-28 synthesized using identical amounts of different solvents and solvent mixtures (a: ethanol/water; b: 2-propanol; c: water; and d: theoretical pattern) and employing acetic acid as modulator.",Paragraph_2_reaction_temperature,80 °C
"Paragraph_2_reaction_temperature:Synthesis of Ce-CAU-282,5-Furandicarboxylic acid (33.3 mg, 0.21 mmol) was introduced into a pyrex tube glass reactor. After the addition of 1.2 mL of DMF and formic acid (515 μL, 13.57 mmol), an aqueous 0.533 m solution of cerium(IV) ammonium nitrate (400 μL, 0.21 mmol) was added to the mixture. The glass reactor was sealed and heated under stirring for 15 min at 100 °C. The white precipitate was centrifuged in the mother liquor which was then decanted off before being redispersed and centrifuged twice in DMF (2 mL). To remove DMF from the product, the solid was subsequently washed and centrifuged with acetone (2 mL) four times. The resulting white solid was dried in air at 70 °C. Yield: 35 mg (29%). Elemental analysis for the as synthesized MOF Ce-CAU-28 [Ce6O4(OH)4(FDC)4(OH)4(H2O)4]·2DMF·2H2O: calculated: C 17.29%, H 1.62%, N 1.34%; measured: C 17.70%, H 1.57%, N 0.89%.",Paragraph_2_reaction_temperature,100 °C
"Paragraph_2_reaction_temperature:Synthesis of Mn-CAU-29: Ni-H8TPPP (180 mg, 18.3 × 10-5 mmol), MnCl2·4 H2O(190.5 mg, 91.5 × 10-5 mmol) and H2O (12 mL) were added to a 30 mL Teflon insertand placed in a steel reactor. The reactor was heated for 48 h at 180 °C and cooled downto room temperature in 6 h. The resulting product was filtered off and washed with H2Oand acetone. A yield of 162 mg, (84 % based on Ni-H8TPPP) was obtained for Mn CAU-29, [Mn(Ni-H6TPPP)(H2O)]·7 H2O. Elemental analysis of Mn-CAU-29: calc(%): C 50.4, H 4.2, N 5.4, found (%): C 50.1, H 3.4, N 5.2.",Paragraph_2_reaction_temperature,180 °C
"Paragraph_2_reaction_temperature:Synthesis of Co-CAU-29: Ni-H8TPPP (180 mg, 18.3 × 10-5 mmol), CoCl2·6 H2O(229.2 mg, 91.5 × 10-5 mmol) and H2O (12 mL) were added to a 30 mL Teflon insertand placed in a steel reactor. The reactor was heated for 48 h at 180 °C and cooled downto room temperature in 6 h. The resulting product was filtered off and washed with H2Oand acetone. A yield of 156 mg, (81 % based on Ni-H8TPPP) was obtained for Co-CAU 29, [Co(Ni- H6TPPP)(H2O)]·5 H2O. Elemental analysis of Co-CAU-29: calc (%):C 49.2, H 3.8, N 5.2, found (%): C 49.3, H 3.3, N 5.1.",Paragraph_2_reaction_temperature,180 °C
"Paragraph_2_reaction_temperature:Synthesis of Ni-CAU-29: Ni-H8TPPP (180 mg, 18.3 × 10-5 mmol), NiCl2·6 H2O(228.9 mg, 91.5 × 10-5 mmol) and H2O (12 mL) were added to a 30 mL Teflon insertand placed in a steel reactor. The reactor was heated for 48 h at 180 °C and cooled downto room temperature in 6 h. The resulting product was filtered off and washed with H2Oand acetone. A yield of 165 mg, (86 % based on Ni-H8TPPP) was obtained for Ni-CAU 29, [Ni(Ni- H6TPPP)(H2O)]·5 H2O. Elemental analysis of Ni-CAU-29: calc (%):C 49.2, H 3.8, N 5.2, found (%): C 49.3, H 3.4, N 5.1.",Paragraph_2_reaction_temperature,180 °C
"Paragraph_2_reaction_temperature:Synthesis of Cd-CAU-29: Ni-H8TPPP (180 mg, 18.3 × 10-5 mmol), CdCl2·H2O(193.8 mg, 91.5 × 10-5 mmol) and H2O (12 mL) were added to a 30 mL Teflon insertand placed in a steel reactor. The reactor was heated for 48 h at 180 °C and cooled downto room temperature in 6 h. The resulting product was filtered off and washed with H2Oand acetone. A yield of 180 mg, (89 % based on Ni-H8TPPP) was obtained for Cd-CAU 29, [Cd(Ni- H6TPPP)(H2O)]·7 H2O. Elemental analysis of Ni-CAU-29: calc (%):C 47.8, H 4.0, N 5.1, found (%): C 47.7, H 3.2, N 4.9",Paragraph_2_reaction_temperature,180 °C
"Paragraph_2_reaction_temperature:Zr-CAU-30 Ni-H8TPPP (15.0 mg, 15.9 × 10-3 mmol), ZrOCl2·8H2O (9.8 mg, 33.0 × 10-3 mmol), NaF (38.2 mg, 9.6 × 10-1 mmol), H2O (3000 μL), 2 M aqueous solution NaOH (60.6 μL, 12.9 × 10-2 mmol) were added to a 5 mL glass vial and placed in a reaction block on a heating plate. The block was heated for 3 h at 160 °C under stirring. The resulting product was centrifuged at 6000 rpm for 10 min and washed once with H2O and acetone each. A yield of 6.7 mg was obtained which consist of a mixture of ZrO2 and Zr-CAU-30, [Zr2(Ni-H2TPPP)(OH/F)2]·23H2O.Elemental analysis of Zr-CAU-30 [Zr2(Ni-H2TPPP)(OH/F)2]·23H2O: calc. (%): C 30.1, H 5.9, N 3.2, found (%): C 28.5, H 3.3, N 3.0. Elemental analysis of a one to one mixture of ZrO2 and [Zr2(Ni-H2TPPP)(OH/F)2]·23H2O: calc. (%): C 28.9, H 5.0, N 3.1, found (%): C 28.5, H 3.3, N 3.0.",Paragraph_2_reaction_temperature,160 °C
"Paragraph_2_reaction_temperature:Hf-CAU-30 Ni-H8TPPP (15.0 mg, 15.9 × 10-3 mmol), HfCl4 (9.7 mg, 3.3 × 10-2 mmol), NaF (38.2 mg, 9.6 × 10-1 mmol), H2O (3000 μL), 2 M aqueous solution NaOH (60.6 μL, 12.9 × 10-2 mmol) were added to a 5 mL glass vial and placed in a reaction block on a heating plate. The block was heated for 3 h at 160 °C under stirring. The resulting product was centrifuged at 6000 rpm for 10 min and washed once with H2O and acetone each. A yield of 7.0 mg was obtained which consist of a mixture of HfO2 and Hf-CAU-30, [Hf2(Ni-H2TPPP)(OH/F)2]·30H2O.Elemental analysis of Hf-CAU-30 [Hf2(Ni-H2TPPP)(OH/F)2]·30H2O: calc. (%): C 29.0, H 5.0, N 3.1, found (%): C 24.9, H 3.5, N 2.6.Elemental analysis of a one to one mixture of HfO2 and [Hf2(Ni-H2TPPP)(OH/F)2]·30H2O: calc. (%): C 24.3, H 4.2, N 2.6, found (%): C 24.9, H 3.5, N 2.6.",Paragraph_2_reaction_temperature,160 °C
"Paragraph_2_reaction_temperature:Optimized synthesis of [Bi2(H2TCPB)(TCPB)(H2O)2]·xH2O (CAU-31): To a mixture of H4TCPB (5 mg, 8.95 μmol) and ground Bi(NO3)3·5H2O (4.3 mg, 8.95 μmol) in a 2 mL PTFE liner, 1 mL of CH3OH was added. The sealed reactor was shaken for 10 min and heated in an oven to 80 °C over 1 h and kept at this temperature for 12 h. After being cooled over 1 h to room temperature, the solid product was filtered off and washed with CH3OH. A white powder was obtained in a yield of 5.5 mg. The reaction was repeated several times, to obtain a suitable amount for detailed characterization. Phase purity was confirmed by PXRD (Figure S3) and elemental analysis (calculated (%) for [Bi2(O8C34H20)(O8C34H18)(H2O)2]·15.5H2O: C 44.3 H 4.0; measured (%): C 44.2 H 3.6).",Paragraph_2_reaction_temperature,80 °C
"Paragraph_2_reaction_temperature:Optimized synthesis of (NH2(CH3)2)[Bi(TCPB)(H2O)]·xH2O (CAU-32): To a mixture of H4TCPB (10 mg, 17.9 μmol) and ground Bi(NO3)3·5H2O (8.7 mg, 17.9 μmol) in a 2 mL PTFE liner, 800 μL of CH3OH and 200 μL of DMF were added. The sealed reactor was shaken for 10 min and heated in an oven to 100 °C over 1 h and kept at this temperature for 12 h. After being cooled over 1 h to room temperature, the solid product was filtered off and washed with CH3OH. A white powder was obtained in a yield of 15.3 mg. The reaction was repeated several times, to obtain a suitable amount for detailed characterization. Phase purity was confirmed by PXRD (Figure S15) and elemental analysis (calculated (%) for (NH2(CH3)2)[Bi(O8C34H18)(H2O)]·4H2O: C 48.1 H 4.0 N 1.6; measured (%): C 48.5 H 3.8 N 1.2).",Paragraph_2_reaction_temperature,100 °C
"Paragraph_2_reaction_temperature:Optimized synthesis of [Bi4(O)2(OH)2(H2TCPB)(TCPB)(H2O)2]·xH2O (β-CAU-33): To a mixture of H4TCPB (10 mg, 17.9 μmol) and ground Bi(NO3)3·5H2O (17.4 mg, 35.8 μmol) in a 2 mL PTFE liner, 450 μL of DMF and 50 μL of toluene were added. The sealed reactor was shaken for 10 min and heated in an oven to 120 °C over 1 h and kept at this temperature for 12 h. After being cooled over 1 h to room temperature, the solid product was filtered off. The product was afterward stirred in a 1:1 mixture of CH3OH/DMF at 100 °C for 10 min, washed with CH3OH, and dried at 60 °C for 1 h. A white powder was obtained in a yield of 13.7 mg. The reaction was repeated several times, to obtain a suitable amount for detailed characterization. Phase purity was confirmed by PXRD (Figure S9) and elemental analysis (calculated (%) for [Bi4(O)2(OH)2(O8C34H20)(O8C34H18)(H2O)2]·7H2O·DMF: C 37.9 H 2.9 N 0.6; measured (%): C 37.9 H 2.7 N 0.7).",Paragraph_2_reaction_temperature,120 °C
"Paragraph_2_reaction_temperature:Synthesis of [Bi(TATB)] (CAU-7-TATB) H3TATB (30.0 mg, 68.0 μmol) and ground Bi(NO3)3·5 H2O (28.7 mg, 59.2 μmol) were mixed in a 30 mL glass vial and MeOH (6 mL) and DMF (6 mL) were added. The sealed vial was shaken and heated during microwave-assisted synthesis at 120 °C for 20 min under stirring at 600 rpm. The solid product was filtered off and washed with DMF (5 mL) and MeOH (5 mL). A white powder was obtained in a yield of 30.8 mg (55% based on H3TATB). The phase purity was confirmed via PXRD (Fig. S1?) and elemental analysis (calc. (%) for BiC24H12N3O6·C3H7NO·6H2O: C 39.14, H 3.77, N 6.76; meas. (%): C 37.29, H 2.93, N 7.84).",Paragraph_2_reaction_temperature,120 °C
"Paragraph_2_reaction_temperature:Synthesis of [Bi(TATB-NH2)] (CAU-7-TATB-NH2) H3TATB-NH2 (100 mg, 219 μmol) and ground Bi(NO3)3·5 H2O (76.8 mg, 158 μmol) were mixed in a 30 mL glass vial and MeOH (10 mL) and DMF (10 mL) were added. The sealed vial was shaken and heated during microwave-assisted synthesis at 120 °C for 20 min under stirring at 600 rpm. The solid product was filtered off and washed with DMF (5 mL) and MeOH (5 mL). A yellow powder was obtained in a yield of 118 mg (68% based on H3TATB-NH2). The phase purity was confirmed by PXRD (Fig. S10?) and elemental analysis (calc. (%) for BiC24H13N4O6·0.5C3H7NO·5H2O: C 38.82, H 3.39, N 7.99; meas. (%): C 39.74, H 1.85, N 7.99).",Paragraph_2_reaction_temperature,120 °C
