input,output,bio_label
A synthetic application of the bis-silylation reaction is demonstrated by total synthesis of (-)-avenaciolide ( 2 ) from optically pure dienol <Prod*1*Prod> ( R = n-CxH17 ) prepared by enantiose- lective y-pentadienylation of nonanal ( Scheme 1 ).,A synthetic application of the bis-silylation reaction is demonstrated by total synthesis of (-)-avenaciolide ( 2 ) from optically pure dienol <Prod*1*Prod> ( R = n-CxH17 ) prepared by enantiose- lective <Reaction*y-pentadienylation*Reaction> of <Reactants*nonanal*Reactants> ( Scheme 1 ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'O', 'B-Reactants', 'O', 'O', 'O', 'O']"
A synthetic application of the bis-silylation reaction is demonstrated by total synthesis of (-)-avenaciolide ( 2 ) from optically pure dienol 1 ( <Prod*R = n-CxH17*Prod> ) prepared by enantiose- lective y-pentadienylation of nonanal ( Scheme 1 ).,A synthetic application of the bis-silylation reaction is demonstrated by total synthesis of (-)-avenaciolide ( 2 ) from optically pure dienol 1 ( <Prod*R = n-CxH17*Prod> ) prepared by enantiose- lective <Reaction*y-pentadienylation*Reaction> of <Reactants*nonanal*Reactants> ( Scheme 1 ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'O', 'B-Reactants', 'O', 'O', 'O', 'O']"
"Disilanyl ethers <Prod*3a-e*Prod> derived from 1-phenyl-2-vinyl-3-buten- 1-01 ( 1 , R = Ph ) were subjected to intramolecular bis-silylation in the presence of 0.02 equiv of Pd(OAc)2 and 0.3 equiv of 1,1,3,3-tetramethylbutyl isocyanide in toluene ( eq 1 ; Table 1 , entries 1-5 ).","Disilanyl ethers <Prod*3a-e*Prod> derived from <Reactants*1-phenyl-2-vinyl-3-buten- 1-01*Reactants> ( <Reactants*1*Reactants> , R = Ph ) were subjected to intramolecular bis-silylation in the presence of 0.02 equiv of Pd(OAc)2 and 0.3 equiv of 1,1,3,3-tetramethylbutyl isocyanide in toluene ( eq 1 ; Table 1 , entries 1-5 ).","['O', 'O', 'B-Prod', 'O', 'O', 'B-Reactants', 'I-Reactants', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Thus , DIBALH reduction of ester 13 fumished aldehyde <Prod*14*Prod> in 80 % yield , together with the over-reduced product 15 ( 18 % ) ( Scheme 3 ) in which the silyl group had","Thus , <Reaction*DIBALH reduction*Reaction> of <Reactants*ester*Reactants> <Reactants*13*Reactants> fumished aldehyde <Prod*14*Prod> in <Yield*80 %*Yield> yield , together with the over-reduced product 15 ( 18 % ) ( Scheme 3 ) in which the silyl group had","['O', 'O', 'B-Reaction', 'I-Reaction', 'O', 'B-Reactants', 'B-Reactants', 'O', 'O', 'B-Prod', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Thus , DIBALH reduction of ester 13 fumished aldehyde 14 in 80 % yield , together with the over-reduced product <Prod*15*Prod> ( 18 % ) ( Scheme 3 ) in which the silyl group had","Thus , <Reaction*DIBALH reduction*Reaction> of <Reactants*ester*Reactants> <Reactants*13*Reactants> fumished aldehyde 14 in 80 % yield , together with the over-reduced product <Prod*15*Prod> ( <Yield*18 %*Yield> ) ( Scheme 3 ) in which the silyl group had","['O', 'O', 'B-Reaction', 'I-Reaction', 'O', 'B-Reactants', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"( 13 ) HNNNSCdS ( 2 ) : <Prod*HNNNSCdS*Prod> ( 2 ) was prepared at 0 ( cid : 176 ) C from the reaction of [Na][CS2N3](cid : 226)4 H2O dissolved in water and concentrated hydro- chloric acid , with the resultant HNNNSCdS precipitating as a white solid which was found to be stable at e- 25 ( cid : 176 ) C but to decompose at rt within less than 1 h.","( 13 ) HNNNSCdS ( 2 ) : <Prod*HNNNSCdS*Prod> ( 2 ) was prepared at <Temperature*0*Temperature> ( cid : 176 ) <Temperature*C*Temperature> from the reaction of <Reactants*[Na][CS2N3](cid : 226)4 H2O*Reactants> dissolved in <Solvent*water*Solvent> and concentrated <Catalyst_Reagents*hydro- chloric acid*Catalyst_Reagents> , with the resultant HNNNSCdS precipitating as a white solid which was found to be stable at e- 25 ( cid : 176 ) C but to decompose at rt within less than 1 h.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Temperature', 'O', 'O', 'O', 'O', 'O', 'B-Temperature', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'O', 'O', 'B-Solvent', 'O', 'O', 'B-Catalyst_Reagents', 'I-Catalyst_Reagents', 'I-Catalyst_Reagents', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"( 13 ) HNNNSCdS ( 2 ) : HNNNSCdS ( <Prod*2*Prod> ) was prepared at 0 ( cid : 176 ) C from the reaction of [Na][CS2N3](cid : 226)4 H2O dissolved in water and concentrated hydro- chloric acid , with the resultant HNNNSCdS precipitating as a white solid which was found to be stable at e- 25 ( cid : 176 ) C but to decompose at rt within less than 1 h.","( 13 ) HNNNSCdS ( 2 ) : HNNNSCdS ( <Prod*2*Prod> ) was prepared at <Temperature*0*Temperature> ( cid : 176 ) <Temperature*C*Temperature> from the reaction of <Reactants*[Na][CS2N3](cid : 226)4 H2O*Reactants> dissolved in <Solvent*water*Solvent> and concentrated <Catalyst_Reagents*hydro- chloric acid*Catalyst_Reagents> , with the resultant HNNNSCdS precipitating as a white solid which was found to be stable at e- 25 ( cid : 176 ) C but to decompose at rt within less than 1 h.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'B-Temperature', 'O', 'O', 'O', 'O', 'O', 'B-Temperature', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'O', 'O', 'B-Solvent', 'O', 'O', 'B-Catalyst_Reagents', 'I-Catalyst_Reagents', 'I-Catalyst_Reagents', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"After 6 h in acetonitrile at 50 ° C , the corresponding dipeptide <Prod*13*Prod> was obtained in 61 % yield.","After <Time*6 h*Time> in <Solvent*acetonitrile*Solvent> at <Temperature*50 ° C*Temperature> , the corresponding dipeptide <Prod*13*Prod> was obtained in <Yield*61 %*Yield> yield.","['O', 'B-Time', 'I-Time', 'O', 'B-Solvent', 'O', 'B-Temperature', 'I-Temperature', 'I-Temperature', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O']"
The ﬂuorination reaction of the compound 13 was then achieved in 30 min by reaction KHF2 to aﬀord the <Prod*triﬂuoroborato − phosphonium dipeptide*Prod> 14 in 78 % yield ( Scheme 3 ).,The <Reaction*ﬂuorination*Reaction> reaction of the compound <Reactants*13*Reactants> was then achieved in <Time*30 min*Time> by reaction <Catalyst_Reagents*KHF2*Catalyst_Reagents> to aﬀord the <Prod*triﬂuoroborato − phosphonium dipeptide*Prod> 14 in <Yield*78 %*Yield> yield ( Scheme 3 ).,"['O', 'B-Reaction', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'B-Time', 'I-Time', 'O', 'O', 'B-Catalyst_Reagents', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O']"
The ﬂuorination reaction of the compound 13 was then achieved in 30 min by reaction KHF2 to aﬀord the triﬂuoroborato − phosphonium dipeptide <Prod*14*Prod> in 78 % yield ( Scheme 3 ).,The <Reaction*ﬂuorination*Reaction> reaction of the compound <Reactants*13*Reactants> was then achieved in <Time*30 min*Time> by reaction <Catalyst_Reagents*KHF2*Catalyst_Reagents> to aﬀord the triﬂuoroborato − phosphonium dipeptide <Prod*14*Prod> in <Yield*78 %*Yield> yield ( Scheme 3 ).,"['O', 'B-Reaction', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'B-Time', 'I-Time', 'O', 'O', 'B-Catalyst_Reagents', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O']"
"Irradiation of the phenyl thioether 21b on silica gel resulted in nucleophilic trapping by surface silanol groups to afford covalently bound material ( <Prod*3 3*Prod> , which afforded chloride 34 on treatment with S0Cl2.","<Reaction*Irradiation*Reaction> of the phenyl thioether <Reactants*21b*Reactants> on silica gel resulted in nucleophilic trapping by surface silanol groups to afford covalently bound material ( <Prod*3 3*Prod> , which afforded chloride 34 on treatment with S0Cl2.","['B-Reaction', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Irradiation of the phenyl thioether 21b on silica gel resulted in nucleophilic trapping by surface silanol groups to afford covalently bound material ( 3 3 , which afforded chloride <Prod*34*Prod> on treatment with S0Cl2.","Irradiation of the phenyl thioether 21b on silica gel resulted in nucleophilic trapping by surface silanol groups to afford covalently bound material ( <Reactants*3 3*Reactants> , which afforded chloride <Prod*34*Prod> on treatment with <Catalyst_Reagents*S0Cl2.*Catalyst_Reagents>","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'B-Catalyst_Reagents']"
We are thus left with two mechanistic possibilities : path B / B′ via stepwise addition of PhCCl to bridgehead alkene 3a or 3b to yield singlet diradical <Prod*10a-Ph*Prod> or 10b-Ph and / or path F / F′ via PhCCl addition to diazo compound 6a or 6b.,We are thus left with two mechanistic possibilities : path B / B′ via <Reaction*stepwise addition*Reaction> of <Reactants*PhCCl*Reactants> to bridgehead alkene <Reactants*3a*Reactants> or <Reactants*3b*Reactants> to yield singlet diradical <Prod*10a-Ph*Prod> or 10b-Ph and / or path F / F′ via PhCCl addition to diazo compound 6a or 6b.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'I-Reaction', 'O', 'B-Reactants', 'O', 'O', 'O', 'B-Reactants', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
We are thus left with two mechanistic possibilities : path B / B′ via stepwise addition of PhCCl to bridgehead alkene 3a or 3b to yield singlet diradical 10a-Ph or <Prod*10b-Ph*Prod> and / or path F / F′ via PhCCl addition to diazo compound 6a or 6b.,We are thus left with two mechanistic possibilities : path B / B′ via <Reaction*stepwise addition*Reaction> of <Reactants*PhCCl*Reactants> to bridgehead alkene <Reactants*3a*Reactants> or <Reactants*3b*Reactants> to yield singlet diradical 10a-Ph or <Prod*10b-Ph*Prod> and / or path F / F′ via PhCCl addition to diazo compound 6a or 6b.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'I-Reaction', 'O', 'B-Reactants', 'O', 'O', 'O', 'B-Reactants', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The optimized lithiation conditions were used to prepare a selection of 1-substituted tetrahydro-β-carboline products <Prod*3a*Prod> − f after electrophilic quenching ( Scheme 2 , Figure 3 ).","The optimized <Reaction*lithiation*Reaction> conditions were used to prepare a selection of 1-substituted tetrahydro-β-carboline products <Prod*3a*Prod> − f after electrophilic quenching ( Scheme 2 , Figure 3 ).","['O', 'O', 'B-Reaction', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Evaporation of solvent in vacuo and recrys- tallization from acetone gave the white powder of <Prod*3-(octadecyloxy)- acetanilide*Prod> ( 23.5 g , 88.1 % ) : mp 89-90 OC ; IR ( KBr , cm-I ) 3292 'H NMR ( 60 ( Y N H a m i d , 2916 ( u a s ~ ~ 2 ) .","Evaporation of solvent in vacuo and recrys- tallization from <Workup_reagents*acetone*Workup_reagents> gave the white powder of <Prod*3-(octadecyloxy)- acetanilide*Prod> ( 23.5 g , <Yield*88.1 %*Yield> ) : mp 89-90 OC ; IR ( KBr , cm-I ) 3292 'H NMR ( 60 ( Y N H a m i d , 2916 ( u a s ~ ~ 2 ) .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Workup_reagents', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"As expected , the desired product <Prod*3ab*Prod> was formed in 30 % yield ( Table 4 , entry 1 ) under the standard conditions ( I2 10","As expected , the desired product <Prod*3ab*Prod> was formed in <Yield*30 %*Yield> yield ( Table 4 , entry 1 ) under the standard conditions ( I2 10","['O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"This reaction gave a 65 % yield of product <Prod*5a*Prod> ( Table 3 , entry 1 ).","This reaction gave a <Yield*65 %*Yield> yield of product <Prod*5a*Prod> ( Table 3 , entry 1 ).","['O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"CuBr2 and CuCl2 were used with the combination of TBHP / DABCO , but <Prod*5a*Prod> was not observed in either case ( entries 3 and 4 ).","<Catalyst_Reagents*CuBr2*Catalyst_Reagents> and CuCl2 were used with the combination of <Catalyst_Reagents*TBHP*Catalyst_Reagents> / <Catalyst_Reagents*DABCO*Catalyst_Reagents> , but <Prod*5a*Prod> was <Yield*not observed*Yield> in either case ( entries 3 and 4 ).","['B-Catalyst_Reagents', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Catalyst_Reagents', 'O', 'B-Catalyst_Reagents', 'O', 'O', 'B-Prod', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"When CuI , Cu(OAc)2 , CuBr , or Cu2O was used with TBHP / DABCO , only 20 , 10 , 30 , or 10 % yields of <Prod*5a*Prod> were produced ( entries 5 , 6 , 7 , and 8 ).","When <Catalyst_Reagents*CuI*Catalyst_Reagents> , <Catalyst_Reagents*Cu(OAc)2*Catalyst_Reagents> , <Catalyst_Reagents*CuBr*Catalyst_Reagents> , or <Catalyst_Reagents*Cu2O*Catalyst_Reagents> was used with <Catalyst_Reagents*TBHP*Catalyst_Reagents> / <Catalyst_Reagents*DABCO*Catalyst_Reagents> , only <Yield*20*Yield> , <Yield*10*Yield> , <Yield*30*Yield> , or <Yield*10 %*Yield> yields of <Prod*5a*Prod> were produced ( entries 5 , 6 , 7 , and 8 ).","['O', 'B-Catalyst_Reagents', 'O', 'B-Catalyst_Reagents', 'O', 'B-Catalyst_Reagents', 'O', 'O', 'B-Catalyst_Reagents', 'O', 'O', 'O', 'B-Catalyst_Reagents', 'O', 'B-Catalyst_Reagents', 'O', 'O', 'B-Yield', 'O', 'B-Yield', 'O', 'B-Yield', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Surprisingly , using CuO as the catalyst succeeded , aﬀording a 68 % yield of product <Prod*5a*Prod> ( entry 9 ).","Surprisingly , using <Catalyst_Reagents*CuO*Catalyst_Reagents> as the catalyst succeeded , aﬀording a <Yield*68 %*Yield> yield of product <Prod*5a*Prod> ( entry 9 ).","['O', 'O', 'O', 'B-Catalyst_Reagents', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O']"
"In addition , a moderate yield of <Prod*5a*Prod> was obtained with FeCl3 in EtOAc and DCE ( entries 10 and 11 ).","In addition , a <Yield*moderate*Yield> yield of <Prod*5a*Prod> was obtained with <Catalyst_Reagents*FeCl3*Catalyst_Reagents> in <Solvent*EtOAc*Solvent> and <Solvent*DCE*Solvent> ( entries 10 and 11 ).","['O', 'O', 'O', 'O', 'B-Yield', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'B-Catalyst_Reagents', 'O', 'B-Solvent', 'O', 'B-Solvent', 'O', 'O', 'O', 'O', 'O', 'O']"
"When TBHP or DABCO was used separately , both reactions gave the trace amount of expected product <Prod*5a*Prod> in the presence of CuO catalyst ( entries 12 and 13 ).","When <Catalyst_Reagents*TBHP*Catalyst_Reagents> or <Catalyst_Reagents*DABCO*Catalyst_Reagents> was used separately , both reactions gave the <Yield*trace*Yield> amount of expected product <Prod*5a*Prod> in the presence of <Catalyst_Reagents*CuO*Catalyst_Reagents> catalyst ( entries 12 and 13 ).","['O', 'B-Catalyst_Reagents', 'O', 'B-Catalyst_Reagents', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Yield', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'B-Catalyst_Reagents', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"I2 Notice the compatibility of ester , hydroxyl , sulfide , and lactone functionalities with this carbon-arbon bond forming event which produced <Prod*9*Prod> in 86 % yield.","I2 Notice the compatibility of ester , hydroxyl , sulfide , and lactone functionalities with this <Reaction*carbon-arbon*Reaction> bond forming event which produced <Prod*9*Prod> in <Yield*86 %*Yield> yield.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reaction', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Yield', 'I-Yield', 'O']"
"The homologated oxazinone <Prod*7s*Prod> ( R , = Me , R2 = allyl ) was detected only in trace amounts by TLC.","The homologated oxazinone <Prod*7s*Prod> ( R , = Me , R2 = allyl ) was detected only in <Yield*trace amounts*Yield> by TLC.","['O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Yield', 'I-Yield', 'O', 'O']"
Initial screening results indicated that a combina- tion of KOAc / Pd(OAc)2 / Cy3P in toluene was capable of giving high yields of the desired boronate <Prod*6*Prod> ( > 95 % conversion with ∼ 99 : 1 selectivity for Miyaura borylation over proto-dehaloge- nation ).,Initial screening results indicated that a combina- tion of <Reactants*KOAc*Reactants> / <Reactants*Pd(OAc)2*Reactants> / <Reactants*Cy3P*Reactants> in <Solvent*toluene*Solvent> was capable of giving high yields of the desired boronate <Prod*6*Prod> ( > 95 % conversion with ∼ 99 : 1 selectivity for Miyaura borylation over proto-dehaloge- nation ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'B-Reactants', 'O', 'B-Reactants', 'O', 'B-Solvent', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The 1,4,2-0xathiazolidines were characterized and their dissociation of the adduct <Prod*28*Prod> from 16 and constants measured by 'H NMR analysis and by visible spectrophotometry.","The 1,4,2-0xathiazolidines were characterized and their dissociation of the adduct <Prod*28*Prod> from <Reactants*16*Reactants> and constants measured by 'H NMR analysis and by visible spectrophotometry.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Department of Chemistry , University of Wisconsin Madison , Wisconsin 53706 Received April 1 , I991 While metal - metal double bonded compounds are quite com- mon,' examples which are the formal dimers of 16e d6 fragments are very rare.24 Here we report that Cp*Re(CO),(THF) ( 1 , Cp* = CsMeS ) loses T H F to form the stable isolable diamagnetic rhenium - rhenium double bonded compound <Prod*Cp*(CO)2Re = Re- ( CO ) $ p* ( 2 ).*Prod>","Department of Chemistry , University of Wisconsin Madison , Wisconsin 53706 Received April 1 , I991 While metal - metal double bonded compounds are quite com- mon,' examples which are the formal dimers of 16e d6 fragments are very rare.24 Here we report that <Reactants*Cp*Re(CO),(THF) ( 1 , Cp* = CsMeS )*Reactants> loses T H F to form the stable isolable diamagnetic rhenium - rhenium double bonded compound <Prod*Cp*(CO)2Re = Re- ( CO ) $ p* ( 2 ).*Prod>","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'I-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'I-Prod']"
"The kinetic reactivity of 2 is extremely high : reaction with CO occurs within seconds at -80 "" C to produce the known <Prod*Cp*(CO)zRe(r-CO)Re(CO)zCp* ( 3 )*Prod> , and reaction with H2 also occurs within seconds at -80 OC to produce the new dirhenium dihydride Cp*(CO)2Re(p-H)2Re(CO)2Cp* ( 4 ) .","The kinetic reactivity of <Reactants*2*Reactants> is extremely high : reaction with <Reactants*CO*Reactants> occurs within <Time*seconds*Time> at <Temperature*-80 "" C*Temperature> to produce the known <Prod*Cp*(CO)zRe(r-CO)Re(CO)zCp* ( 3 )*Prod> , and reaction with H2 also occurs within seconds at -80 OC to produce the new dirhenium dihydride Cp*(CO)2Re(p-H)2Re(CO)2Cp* ( 4 ) .","['O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'B-Time', 'O', 'B-Temperature', 'I-Temperature', 'I-Temperature', 'O', 'O', 'O', 'O', 'B-Prod', 'I-Prod', 'I-Prod', 'I-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The kinetic reactivity of 2 is extremely high : reaction with CO occurs within seconds at -80 "" C to produce the known Cp*(CO)zRe(r-CO)Re(CO)zCp* ( 3 ) , and reaction with H2 also occurs within seconds at -80 OC to produce the new dirhenium dihydride <Prod*Cp*(CO)2Re(p-H)2Re(CO)2Cp**Prod> ( 4 ) .","The kinetic reactivity of <Reactants*2*Reactants> is extremely high : reaction with CO occurs within seconds at -80 "" C to produce the known Cp*(CO)zRe(r-CO)Re(CO)zCp* ( 3 ) , and reaction with <Reactants*H2*Reactants> also occurs within seconds at <Temperature*-80 OC*Temperature> to produce the new dirhenium dihydride <Prod*Cp*(CO)2Re(p-H)2Re(CO)2Cp**Prod> ( 4 ) .","['O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'B-Temperature', 'I-Temperature', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O']"
"The kinetic reactivity of 2 is extremely high : reaction with CO occurs within seconds at -80 "" C to produce the known Cp*(CO)zRe(r-CO)Re(CO)zCp* ( 3 ) , and reaction with H2 also occurs within seconds at -80 OC to produce the new dirhenium dihydride Cp*(CO)2Re(p-H)2Re(CO)2Cp* ( <Prod*4*Prod> ) .","The kinetic reactivity of <Reactants*2*Reactants> is extremely high : reaction with CO occurs within seconds at -80 "" C to produce the known Cp*(CO)zRe(r-CO)Re(CO)zCp* ( 3 ) , and reaction with <Reactants*H2*Reactants> also occurs within seconds at <Temperature*-80 OC*Temperature> to produce the new dirhenium dihydride Cp*(CO)2Re(p-H)2Re(CO)2Cp* ( <Prod*4*Prod> ) .","['O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Reactants', 'O', 'O', 'O', 'O', 'O', 'B-Temperature', 'I-Temperature', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O']"
"The electron - rich aryl-substituted alanes were eﬀective , aﬀording the corresponding products <Prod*3aa*Prod> − ad in high yields.","The electron - rich aryl-substituted alanes were eﬀective , aﬀording the corresponding products <Prod*3aa*Prod> − ad in high yields.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O']"
