input,output,bio_label
( right ) Atomic force micrograph ( AFM ) of PPLs.,( right ) Atomic force micrograph ( AFM ) of PPLs.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Freshly cleaved Mica was covered with n dilute solution of noncxtrudud PPLs ( lipid concentration.,Freshly cleaved Mica was covered with n dilute solution of noncxtrudud PPLs ( lipid concentration.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
15 pM ) for I- ? min.,15 pM ) for I- ? min.,"['O', 'O', 'O', 'O', 'O', 'O', 'O']"
then rinsed with distilled water and covered with several drops of dislilled water.,then rinsed with distilled water and covered with several drops of dislilled water.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Thc imagcr w r e then ohrained and prircrred on an Explorer Life Sciences made1 200 nlomic force microscope ( Topometrix ).,Thc imagcr w r e then ohrained and prircrred on an Explorer Life Sciences made1 200 nlomic force microscope ( Topometrix ).,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Scheme 2.,Scheme 2.,"['O', 'O']"
Synthesis o f Lipid 2,Synthesis o f Lipid 2,"['O', 'O', 'O', 'O', 'O']"
"Polyarenefullerenes , Ca(H-Ar) , , , Obtained by Acid - Catalyzed Fullerenation of Aromaticd8 George A.","<Prod*Polyarenefullerenes*Prod> , <Prod*Ca(H-Ar)*Prod> , , , Obtained by Acid - Catalyzed Fullerenation of Aromaticd8 George A.","['B-Prod', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Polyarenefullerenes , Ca(H-Ar) , , , Obtained by Acid - Catalyzed Fullerenation of Aromaticd8 George A.","<Prod*Polyarenefullerenes*Prod> , <Prod*Ca(H-Ar)*Prod> , , , Obtained by Acid - Catalyzed Fullerenation of Aromaticd8 George A.","['B-Prod', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Polyarenefullerenes , Ca(H-Ar) , , , Obtained by Acid - Catalyzed Fullerenation of Aromaticd8 George A.","<Prod*Polyarenefullerenes*Prod> , <Prod*Ca(H-Ar)*Prod> , , , Obtained by Acid - Catalyzed Fullerenation of Aromaticd8 George A.","['B-Prod', 'O', 'B-Prod', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Olah,* Imre Bucsi , Christian Lambert , Robert Aniszfeld , Nirupam J.","Olah,* Imre Bucsi , Christian Lambert , Robert Aniszfeld , Nirupam J.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Trivedi , Dilip K.","Trivedi , Dilip K.","['O', 'O', 'O', 'O']"
"Sensharma,Ib and G.","Sensharma,Ib and G.","['O', 'O', 'O']"
K.,K.,['O']
Surya Prakash*,Surya Prakash*,"['O', 'O']"
"ABSTRACT : Invader probes have been proposed as alternatives to polyamides , triplex - forming oligonucleotides , and peptide nucleic acids for recognition of chromosomal DNA targets.","ABSTRACT : Invader probes have been proposed as alternatives to polyamides , triplex - forming oligonucleotides , and peptide nucleic acids for recognition of chromosomal DNA targets.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
These double- stranded probes are activated for DNA recognition by + 1 interstrand zippers of pyrene - functionalized nucleotides.,These double- stranded probes are activated for DNA recognition by + 1 interstrand zippers of pyrene - functionalized nucleotides.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"This particular motif forces the intercalating pyrene moieties into the same region , resulting in perturbation and destabilization of the probe duplex.","This particular motif forces the intercalating pyrene moieties into the same region , resulting in perturbation and destabilization of the probe duplex.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In contrast , the two probe strands display very high aﬃnity toward complementary DNA.","In contrast , the two probe strands display very high aﬃnity toward complementary DNA.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The energy diﬀerence between the probe duplexes and recognition complexes provides the driving force for DNA recognition.,The energy diﬀerence between the probe duplexes and recognition complexes provides the driving force for DNA recognition.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In the present study , we explore the properties of Invader probes based on larger intercalators , i.e.","In the present study , we explore the properties of Invader probes based on larger intercalators , i.e.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
", perylene and coronene , expecting that the larger π-surface area will result in additional destabilization of the probe duplex and further stabilization of probe − target duplexes , in eﬀect increasing the thermodynamic driving force for DNA recognition.",", perylene and coronene , expecting that the larger π-surface area will result in additional destabilization of the probe duplex and further stabilization of probe − target duplexes , in eﬀect increasing the thermodynamic driving force for DNA recognition.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Toward this end , we developed protocols for 2′-N-methyl-2′-amino-2′- deoxyuridine phosphoramidites that are functionalized at the N2′ - position with pyrene , perylene , or coronene moieties and incorporated these monomers into oligodeoxyribonucleotides ( ONs ).","Toward this end , we developed protocols for 2′-N-methyl-2′-amino-2′- deoxyuridine phosphoramidites that are functionalized at the N2′ - position with pyrene , perylene , or coronene moieties and incorporated these monomers into oligodeoxyribonucleotides ( ONs ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The resulting ONs and Invader probes are characterized by thermal denaturation experiments , analysis of thermodynamic parameters , absorption and ﬂuorescence spectroscopy , and DNA recognition experiments.","The resulting ONs and Invader probes are characterized by thermal denaturation experiments , analysis of thermodynamic parameters , absorption and ﬂuorescence spectroscopy , and DNA recognition experiments.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Invader probes based on large intercalators eﬃciently recognize model targets .,Invader probes based on large intercalators eﬃciently recognize model targets .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
described for non-fluorocarbon applications of these NH3 reactions.,described for non-fluorocarbon applications of these NH3 reactions.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
""" The major products were N b F and compound 2 , formed in good chemical ( 95 % ) and quantum yield ( 0.02 ) and isolated by chromatography on silica with CH2C12RHF ( 955 v / v ) as eluent.' Ib Being involatile under the reaction conditions , 2 is protected from overreduction.",""" The major products were N b F and compound 2 , formed in good chemical ( 95 % ) and quantum yield ( 0.02 ) and isolated by chromatography on silica with CH2C12RHF ( 955 v / v ) as eluent.' Ib Being involatile under the reaction conditions , 2 is protected from overreduction.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Compound 2 was identified by comparison with literature data [ mp 201-202 "" C , lit.'Ic mp 201-203 "" C ; UV ( EtOH ) A 287 nm ( E = 12 500 ) , lit.,'Ic 1 287 nm ( E = 13 750)].","Compound 2 was identified by comparison with literature data [ mp 201-202 "" C , lit.'Ic mp 201-203 "" C ; UV ( EtOH ) A 287 nm ( E = 12 500 ) , lit.,'Ic 1 287 nm ( E = 13 750)].","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In addition , 2 has a mass of 211 Da by GC-MS and shows a fragmentation pattern consistent with the ( 9 ) Marsella , J.","In addition , 2 has a mass of 211 Da by GC-MS and shows a fragmentation pattern consistent with the ( 9 ) Marsella , J.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"A , ; Gilicinski , A.","A , ; Gilicinski , A.","['O', 'O', 'O', 'O', 'O', 'O']"
G.,G.,['O']
"; Coughlin , A.","; Coughlin , A.","['O', 'O', 'O', 'O']"
M.,M.,['O']
"; Pez , G.","; Pez , G.","['O', 'O', 'O', 'O']"
P.,P.,['O']
J .,J .,"['O', 'O']"
"( 7 ) ( a ) Herter , R.","( 7 ) ( a ) Herter , R.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
; Fbhlisch.,; Fbhlisch.,"['O', 'O']"
B.,B.,['O']
"Synrhcsis 1982,976-979.","Synrhcsis 1982,976-979.","['O', 'O']"
"( b ) Braun , R.","( b ) Braun , R.","['O', 'O', 'O', 'O', 'O', 'O']"
; ( 8 ) Grieco.,; ( 8 ) Grieco.,"['O', 'O', 'O', 'O', 'O']"
P.,P.,['O']
A.,A.,['O']
"; Nuns , J.","; Nuns , J.","['O', 'O', 'O', 'O']"
J.,J.,['O']
"; Gaul , M.","; Gaul , M.","['O', 'O', 'O', 'O']"
D.,D.,['O']
J.,J.,['O']
Am.,Am.,['O']
Chem.,Chem.,['O']
Soc.,Soc.,['O']
"1990,112 , 4595-4596.","1990,112 , 4595-4596.","['O', 'O', 'O']"
"( 9 ) ( a ) Huisgen , R.","( 9 ) ( a ) Huisgen , R.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"; Seidl , H.","; Seidl , H.","['O', 'O', 'O', 'O']"
"; Brtkning , I.","; Brtkning , I.","['O', 'O', 'O', 'O']"
Chem.,Chem.,['O']
Ber.,Ber.,['O']
"1969 , 102 , 1102-1 116.","1969 , 102 , 1102-1 116.","['O', 'O', 'O', 'O', 'O', 'O']"
"( b ) Huisgen , R.","( b ) Huisgen , R.","['O', 'O', 'O', 'O', 'O', 'O']"
"; Hauck , H.","; Hauck , H.","['O', 'O', 'O', 'O']"
"; Seidl , H.","; Seidl , H.","['O', 'O', 'O', 'O']"
"; Burger , M.","; Burger , M.","['O', 'O', 'O', 'O']"
Chem.,Chem.,['O']
Bcr.,Bcr.,['O']
"1969 , 102 , 1 1 17-1 128.","1969 , 102 , 1 1 17-1 128.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"110 ) Huisgen , R.","110 ) Huisgen , R.","['O', 'O', 'O', 'O', 'O']"
Angtw.,Angtw.,['O']
Chcm.,Chcm.,['O']
", fnr.",", fnr.","['O', 'O']"
Ed.,Ed.,['O']
Engl.,Engl.,['O']
"1963 , 2 , 6 3 3 6 4 5 and refcrences therein.","1963 , 2 , 6 3 3 6 4 5 and refcrences therein.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"1 1 ) It was found that 2.0 - 42.0 mM solutions of 2a in DCCI , were opti- cally clear.","1 1 ) It was found that 2.0 - 42.0 mM solutions of 2a in DCCI , were opti- cally clear.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Comparison of ‘ H N M R spectra of these solutions revealed only changes of small ( < 0.05 ppm ) magnitude.,Comparison of ‘ H N M R spectra of these solutions revealed only changes of small ( < 0.05 ppm ) magnitude.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The conductance ( A ) for these solutions is at a minimum at about 20 mM.,The conductance ( A ) for these solutions is at a minimum at about 20 mM.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
At that concentration the solution contains the smallat proportion of solutes with a net charge.,At that concentration the solution contains the smallat proportion of solutes with a net charge.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Davies suggests that this is also the concentration at which the proportion of ions as ion - paired species reaches a maximum.,Davies suggests that this is also the concentration at which the proportion of ions as ion - paired species reaches a maximum.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
“ Data that support the possible formation of IarRer ion clusters have not yet been obtained .,“ Data that support the possible formation of IarRer ion clusters have not yet been obtained .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"-0.33 V vs N H E ( 8 ) The rate of approach to equilibrium in the time period from 3140 to 4400 s was first - order , and a plot of In ( At - A , ) vs time gave an apparent first - order rate constant of 5.7 X s-l.","-0.33 V vs N H E ( 8 ) The rate of approach to equilibrium in the time period from 3140 to 4400 s was first - order , and a plot of In ( At - A , ) vs time gave an apparent first - order rate constant of 5.7 X s-l.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The analytical expression for the apparent first - order rate constant ( kDEMS3 ) in terms of the parameters defined in Scheme IV and the concentrations at equilibrium is as follows : 14 kDEM.3 = k,Km1i2{[DEM-3 dimer ] , ; 1 / 2[PQ2+] , / 4 +","The analytical expression for the apparent first - order rate constant ( kDEMS3 ) in terms of the parameters defined in Scheme IV and the concentrations at equilibrium is as follows : 14 kDEM.3 = k,Km1i2{[DEM-3 dimer ] , ; 1 / 2[PQ2+] , / 4 +","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Although the yield in the formation of disaccharide 17 was an improvement , the results from the attempted synthesis of sucrose were even more satisfying.","Although the yield in the formation of disaccharide 17 was an improvement , the results from the attempted synthesis of sucrose were even more satisfying.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Thus , coupling of donor 14 with the commercial acceptor 19 ( which can be obtained as its ( 14 ) Bore ´ n , R.","Thus , coupling of donor 14 with the commercial acceptor 19 ( which can be obtained as its ( 14 ) Bore ´ n , R.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
K.,K.,['O']
"; Eklind , K.","; Eklind , K.","['O', 'O', 'O', 'O']"
"; Garegg , P.","; Garegg , P.","['O', 'O', 'O', 'O']"
J.,J.,['O']
"; Lindberg , B.","; Lindberg , B.","['O', 'O', 'O', 'O']"
"; Pilotti , A¡ .","; Pilotti , A¡ .","['O', 'O', 'O', 'O', 'O']"
asymmetric alkyne addition to aldehydes is almost completely maintained.,asymmetric alkyne addition to aldehydes is almost completely maintained.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
There is little change in the enantiomeric purity in the ether formation step as well as in the domino cyclization step.,There is little change in the enantiomeric purity in the ether formation step as well as in the domino cyclization step.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In this domino cycloaddition process , four new chiral centers including a quaternary chiral carbon core are formed.","In this domino cycloaddition process , four new chiral centers including a quaternary chiral carbon core are formed.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The structure of 4a was established by high - resolution mass 1H and 13C NMR spectroscopic analysis and various spectroscopic analyses , including COSY , NOESY , HSQC , and DEPT - 135 ( Figure 1 ).","The structure of 4a was established by high - resolution mass 1H and 13C NMR spectroscopic analysis and various spectroscopic analyses , including COSY , NOESY , HSQC , and DEPT - 135 ( Figure 1 ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In the 1H NMR spectrum of 4a , the signals at δ 3.61 ( d , 1H , J = 3.2 Hz ) , 3.75 ( dd , 1H , J = 12.8 , 8 Hz ) , and 4.16 ( t , 1H , J = 7.2 Hz ) are attributed to H1 , H2 , and H3 , respectively.","In the 1H NMR spectrum of 4a , the signals at δ 3.61 ( d , 1H , J = 3.2 Hz ) , 3.75 ( dd , 1H , J = 12.8 , 8 Hz ) , and 4.16 ( t , 1H , J = 7.2 Hz ) are attributed to H1 , H2 , and H3 , respectively.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The 1H NMR signal of H11 at δ 1.07 is shifted unusually upﬁeld in comparison with that of H10 at δ 2.08 on the same carbon.,The 1H NMR signal of H11 at δ 1.07 is shifted unusually upﬁeld in comparison with that of H10 at δ 2.08 on the same carbon.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
We attribute this to the shielding eﬀect of the Ph group of 4a on H11.,We attribute this to the shielding eﬀect of the Ph group of 4a on H11.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"In the 13C NMR spectrum , the carbonyl signal of 4a is observed at δ 211.5 and the TMS-substituted vinyl carbon signal is observed at δ 192.6.","In the 13C NMR spectrum , the carbonyl signal of 4a is observed at δ 211.5 and the TMS-substituted vinyl carbon signal is observed at δ 192.6.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The carbon bearing H1 gives a signal at δ 80.9 and that bearing H2 and H3 at δ 69.7 .,The carbon bearing H1 gives a signal at δ 80.9 and that bearing H2 and H3 at δ 69.7 .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Supporting Information Available : Experimental details for the crystal structure determination and refinement , drawings , and tables of atomic coordinates , anisotropic thermal parameters , bond distances and angles , and torsion angles for 1+c104- ( 20 pages ) ; tables of calculated and observed structure factors for 1+C104- ( 15 pages ).","Supporting Information Available : Experimental details for the crystal structure determination and refinement , drawings , and tables of atomic coordinates , anisotropic thermal parameters , bond distances and angles , and torsion angles for 1+c104- ( 20 pages ) ; tables of calculated and observed structure factors for 1+C104- ( 15 pages ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"This material is contained in many libraries on microfiche , immediately follows this article in the microfilm version of the journal , can be ordered from the ACS , and can be downloaded from the Internet ; see any current masthead page for ordering information and Internet access instructions.","This material is contained in many libraries on microfiche , immediately follows this article in the microfilm version of the journal , can be ordered from the ACS , and can be downloaded from the Internet ; see any current masthead page for ordering information and Internet access instructions.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
JA950842B,JA950842B,['O']
"Amino acids and peptides are eﬀective building blocks for creating hierarchical nanomaterials3 and functionalized GNPs.4 They feature a multitude of functionalities and unique secondary structures based on controllable primary sequences and environmental conditions.5 By using amino acids and peptides , it is thus possible to tailor new hybrid materials for a broad range of applications in diﬀerent areas , such as medicine , bionanotechnology , and electrochemistry.6 Conversely , focus- ing on biomedical applications , peptide instability toward proteases might be a concern.","Amino acids and peptides are eﬀective building blocks for creating hierarchical nanomaterials3 and functionalized GNPs.4 They feature a multitude of functionalities and unique secondary structures based on controllable primary sequences and environmental conditions.5 By using amino acids and peptides , it is thus possible to tailor new hybrid materials for a broad range of applications in diﬀerent areas , such as medicine , bionanotechnology , and electrochemistry.6 Conversely , focus- ing on biomedical applications , peptide instability toward proteases might be a concern.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Synthetic analogues of natural amino acids represent valuable tools for overcoming this the use of α,α-disubstituted problem.3b,7 derivatives gives the double advantage of reducing metabolic degradation and of stabilizing the helical conformation by reducing the available conformational space of the peptide backbone.8","Synthetic analogues of natural amino acids represent valuable tools for overcoming this the use of α,α-disubstituted problem.3b,7 derivatives gives the double advantage of reducing metabolic degradation and of stabilizing the helical conformation by reducing the available conformational space of the peptide backbone.8","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"donor molecule to one of the disproportionation products , RhIII(por ).","donor molecule to one of the disproportionation products , RhIII(por ).","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"7a In contrast , Saveant et al.","7a In contrast , Saveant et al.","['O', 'O', 'O', 'O', 'O', 'O', 'O']"
more recently suggested21a that disproportionation is due to the deligation of the original RhII(por)Lx adduct.,more recently suggested21a that disproportionation is due to the deligation of the original RhII(por)Lx adduct.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Moreover , they and others21d,e have also + adducts shown that electrochemical reduction of RhIII(TPP)P2 ( P ) PEt3 , PMe2Ph ) yields species that were stable on the time scale of their experiments , in a striking contrast with redox behavior of other RhIII - porphyrin derivatives.","Moreover , they and others21d,e have also + adducts shown that electrochemical reduction of RhIII(TPP)P2 ( P ) PEt3 , PMe2Ph ) yields species that were stable on the time scale of their experiments , in a striking contrast with redox behavior of other RhIII - porphyrin derivatives.","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
This result was interpreted as an indication that these phosphines stabilize the RhII state toward disproportionation.21a,This result was interpreted as an indication that these phosphines stabilize the RhII state toward disproportionation.21a,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
We started our work with the development of a method for the preparation of 1a as a model for the exploration of the desired oxidative C − N bond formation.,We started our work with the development of a method for the preparation of 1a as a model for the exploration of the desired oxidative C − N bond formation.,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
