documentId,Paragraph,Compound
US06242439B1,"To a solution of diisopropylamine (705 μL, 5.03 mmol) in anhydrous THF (12 mL) at −20° was added butyllithium (2.87 mL, 4.60 mmol, 1.6 M in hexane). After the reaction mixture was cooled to −78°, a solution of 4(S)-benzyl-1-(tert-butyldimethyl-silyl)azetidin-2-one (640 mg, 2.32 mmol) in THF (4 mL) was added and the mixture was stirred at −78° for 15 min followed by addition of methyl iodide (488 mg, 214 μL, 3.44 mmol). After 10 min, the reaction mixture was poured into EtOAc (125 mL). The organic phase was washed with aqueous NaHSO4 (1M) and brine, dried (MgSO4), filtered and concentrated. The residual oil was purified by flash chromatography (SiO2, 6% EtOAc in hexane) to give 4(S)-benzyl-1-(tert-butyldimethylsilyl)-3(S)-methylazetidin-2-one (557 mg , 83% yield) as a pale yellow solid. 1H-NMR (400 MHz, CDCl3) δ7.33-7.15 (m, 5H), 3.35 (ddd, J=10.8, 3.8, 2.5 Hz, 1H), 3.21 (dd, J=13.4, 3.8 Hz, 1H), 2.88 (qd, J=7.5, 2.5 Hz, 1H), 2.60 (dd, J=13.4, 10.8 Hz, 1H), 1.02 (d, J=7.5 Hz, 3H), 1.00 (s, 9H), 0.31 (s, 3H), 0.27 (s, 3H).",diisopropylamine | THF | butyllithium | hexane | 4(S)-benzyl-1-(tert-butyldimethyl-silyl)azetidin-2-one | THF | methyl iodide | EtOAc | NaHSO4 | brine | MgSO4 | SiO2 | EtOAc | 4(S)-benzyl-1-(tert-butyldimethylsilyl)-3(S)-methylazetidin-2-one
US08629133B2,"A Dess-Martin reagent (876 mg, 2.00 mmol) was added to a dichloromethane (10 ml) solution of 1,5-anhydro-2-azido-6-O-[tert-butyl(dimethyl)silyl]-2,3-dideoxy-D-ribo-hexitol (450 mg, 1.25 mmol) under ice cooling and the resulting mixture was stirred for 75 minutes. Aqueous sodium thiosulfate solution was added under ice cooling, then the resulting mixture was subjected to extraction with ether and the organic layer was washed with brine. The organic layer was dried over anhydrous sodium sulfate, then the solvent was evaporated under reduced pressure and the residue was purified by silica gel column chromatography [n-hexane:ethyl acetate=50:1→20:1 (v/v)] to give 272 mg (76%) of the title compound as a colorless oil.","Dess-Martin reagent | dichloromethane | 1,5-anhydro-2-azido-6-O-[tert-butyl(dimethyl)silyl]-2,3-dideoxy-D-ribo-hexitol | ice | sodium thiosulfate | ice | ether | brine | sodium sulfate | silica gel | n-hexane | ethyl acetate | title compound"
US08207158B2,"A solution of N-trifluoroacetyl-8-chloro-7-fluoro-1-methyl-2,3,4,5-tetrahydro-1H-3-benzazepine (160 mg, 0.22 mmol) in methanol (3 mL) was treated with 15% aqueous NaOH (2 mL), and stirred for 3.5 hours at 25 C. The product mixture was concentrated, extracted 3 times with CH2Cl2 (5 mL), dried with Na2SO4 and concentrated to give 93 mg of a clear oil. 1H NMR (400 MHz, CDCl3) d 7.11 (m, 1 H), 6.85 (m, 1 H), 3.05-2.95 (m, 3 H), 2.95-2.80 (m, 3 H), 2.68 (m, 1 H), 2.38 (bm, 1 H), 1.31 (m, 3 H). MS calculated for C11H13ClFN+H: 214, observed: 214.","N-trifluoroacetyl-8-chloro-7-fluoro-1-methyl-2,3,4,5-tetrahydro-1H-3-benzazepine | methanol | NaOH | CH2Cl2 | Na2SO4 | clear oil"
US20110301162A1,"N-(4-(4-amino-2-fluorophenoxy)pyridin-2-yl)morpholine-4-carboxamide (20 mg, 60 μmol), 1-chloro-4-phenylphthalazine (16 mg, 66 μmol), and DMSO (301 μl 60 μmol) were combined in a resealable tube equipped with septum. The vessel was purged with N2 (g) several times and then sodium bis(trimethylsilyl)amide (132 μl, 132 μmol) was added. The reaction mixture was allowed to stir overnight at rt and then another 2.2 equiv of sodium bis(trimethylsilyl)amide (132 μl, 132 μmol) were added and the reaction mixture was heated to 50° C. for 4 hours. Further conversion to product was observed, so another 2.2 equiv of sodium bis(trimethylsilyl)amide (132 μl, 132 μmol) were added and the reaction mixture was stirred at 50° C. overnight. The reaction was diluted with minimal MeOH, and purified by preparative HPLC: {15-85% (0.1% TFA in CH3CN) in H2O over 20 min}. The desired fractions were combined and neutralized with saturated aqueous NaHCO3 solution then extracted with ethyl acetate, dried over MgSO4, filtered and concentrated to afford N-(4-(2-fluoro-4-(4-phenylphthalazin-1-ylamino)phenoxy)pyridin-2-yl)morpholine-4-carboxamide as a white solid. MS m/z=537 [M+H]+. Calc'd for C30H25FN6O3: 536.56",N-(4-(4-amino-2-fluorophenoxy)pyridin-2-yl)morpholine-4-carboxamide | 1-chloro-4-phenylphthalazine | DMSO | N2 | sodium bis(trimethylsilyl)amide | sodium bis(trimethylsilyl)amide | sodium bis(trimethylsilyl)amide | MeOH | TFA | CH3CN | H2O | ethyl acetate | MgSO4 | N-(4-(2-fluoro-4-(4-phenylphthalazin-1-ylamino)phenoxy)pyridin-2-yl)morpholine-4-carboxamide
US20140271460A1,"To a solution of Compound 114 (3.9 g, 0.00976 mole) in THF (60 mL) was added TBAF (68.3 mL, 7 eq). The contents were heated to 45 degrees for 2 hrs. Concentration followed by column chromatography using ethyl acetate/hexane (0-50%) afforded tert-butyl N-[2-[2-chloro-6-(diethoxymethyl)pyrrolo[2,3-d]pyrimidin-7-yl]ethyl]carbamate as a pale brown liquid (1.1 g). 1HNMR (d6-DMSO) δ ppm 8.88 (s, 1H), 6.95 (brs, 1H), 6.69 (s, 1H), 5.79 (s, 1H), 4.29 (m, 2H), 3.59 (m, 4H), 3.34 (m, 1H), 3.18 (m, 1H), 1.19 (m, 9H), 1.17 (m, 6H). LCMS (ESI) 399 (M+H).","Compound 114 | THF | TBAF | tert-butyl N-[2-[2-chloro-6-(diethoxymethyl)pyrrolo[2,3-d]pyrimidin-7-yl]ethyl]carbamate"
US08252931B2,"To a 1 L round bottom flask containing 250 mL of 9:1 THF/DMPU at −78° C. are added under nitrogen 11 mL (78.6 mmol) anhydrous DIEA followed by rapid addition of 32 mL of 2.5 M n-BuLi in hexanes. After 10 min at −78° C. a solution of 15.4 g (74 mmol) of p-nitrophenylacetic acid, ethyl ester in 100 mL of 9:1 THF/DMPU is added dropwise over 30 min. A deep purple solution results, and the reaction mixture is stirred at −78° C. for 30 min and then cyclopentyl methyl iodide (17.6 g, 78 mmol) in 50 mL of 9:1 THF/DMPU is added. The reaction is stirred while warming slowly to RT overnight. The mixture is poured into 1 L of 1 N HCl and extracted twice with MTBE. The combined MTBE extracts are washed with brine, dried over anhydrous magnesium sulfate, filtered and reduced to an orange oil. Flash chromatography over silica eluting with 4:1 hexane/MTBE affords 3-cyclopentyl-2-(4-nitro-phenyl)-propionic acid ethyl ester as an orange oil: 1H NMR (400 MHz, CDCl3) δ 1.0-1.1 (m, 2H), 1.2 (t, 3H, J=7.2), 1.4-1.8 (m, 5H), 1.8-1.9 (m, 2H), 2.1-2.25 (m, 2H), 3.74 (t, 1H, J=7.8), 4.1 (m, 2H), 7.51 (d, 2H, J=8.8), 8.19 (d, 2H, J=8.8); LC/MS 290 (M−1).","THF/DMPU | nitrogen | n-BuLi | hexanes | p-nitrophenylacetic acid, ethyl ester | THF/DMPU | cyclopentyl methyl iodide | THF/DMPU | HCl | MTBE | MTBE | brine | magnesium sulfate | silica | hexane/MTBE | 3-cyclopentyl-2-(4-nitro-phenyl)-propionic acid ethyl ester"
US08426420B2,"A solution of 4.3 g (S)-2-Methyl-piperazine-1,4-dicarboxylic acid 1-benzyl ester 4-tert-butyl ester in 20 ml dichloromethane was stirred in the presence of 10 ml TFA for 16 h. The solution was concentrated and the residue codistilled twice with toluene to give the crude hydrotrifluoroacetate. Yield: 6.4 g.","(S)-2-Methyl-piperazine-1,4-dicarboxylic acid 1-benzyl ester 4-tert-butyl ester | dichloromethane | TFA"
US04278680,"6.0 g Quinoline-8-carbonyl chloride (m.p. 156°-160° C.) are added to 6.0 g ethyl 2-[4-(2-aminoethyl)-phenyl]-propionate hydrochloride in 50 ml methylene chloride and a solution of 7 ml triethylamine in 20 ml methylene chloride slowly added dropwise at 0° C. The reaction mixture is thereafter stirred for 2 hours at ambient temperature, subsequently shaken out 6 times with 2 N aqueous sodium hydroxide solution and twice with 2 N hydrochloric acid, and the methylene chloride phase is then dried and evaporated. The residue is taken up with diethyl ether, undissolved material is filtered off and the diethyl ether is evaporated. Ethyl 2-{4-[2-(quinoline-8-carboxamido)-ethyl]-phenyl}-propionate (oil) remains behind in a yield of 8.0 g (91% of theory). This ester is saponified with 2.0 g sodium hydroxide in 50 ml 80% ethanol by heating under reflux for 2 hours. The reaction mixture is thereafter evaporated to dryness, the residue is taken up in water and diethyl ether, the layers are separated and the aqueous layer acidified. The 2-{4-[2-(quinoline-8-carboxamido)-ethyl]-phenyl}-propionic acid obtained is again reprecipitated by dissolving in dilute aqueous sodium bicarbonate solution and acidifying with hydrochloric acid, whereafter it is recrystallized from 50% isopropanol and then from toluene. The yield is 2.3 g (31% of theory); m.p. 143°-144° C.",Quinoline-8-carbonyl chloride | ethyl 2-[4-(2-aminoethyl)-phenyl]-propionate hydrochloride | methylene chloride | triethylamine | methylene chloride | sodium hydroxide | hydrochloric acid | methylene chloride | diethyl ether | diethyl ether | 2-{4-[2-(quinoline-8-carboxamido)-ethyl]-phenyl}-propionic acid
US05721234,"A mixture of 8-acetamido-2-tetralone (0.4 g, 2 mmol), pyrrolidine (0.28 g, 4 mmol) and tosic acid (10 mg) in benzene:DMF (5:1, 12 mL) was heated at reflux with a Dean-Stark trap for 4 h. The solvent was evaporated and the residue dissolved in 1:1 MeOH:THF (10 mL). Acetic acid (1 mL) and sodium cyanoborohydride (0.25 g, 4 mmol) were added, and the reaction stirred for 16 h. The solvent was evaporated and the residue taken up in water:methylene chloride. The aqueous layer was basified with 12.5% NaOH, and back extracted. The combined organic phase was dried over sodium sulfate, filtered and evaporated. The residue solidified upon standing, and was crystallized from tolune:hexane to give the product (0.36 g).",8-acetamido-2-tetralone | pyrrolidine | tosic acid | benzene:DMF | MeOH | Acetic acid | sodium cyanoborohydride | sodium sulfate | hexane | product
US07514570B2,"A solution of methyl 3,5-dimethylbenzoate (50 g; 300 mmol) in DME (80 ml) was added to a suspension of NaH (26.8 g; 60% in oil; 670 mmol) in DME (80 ml) under argon. The mixture was heated to reflux and a solution of methyl acetate (45 g; 610 mmol) in DME (40 ml) added dropwise. The mixture was heated for a further 4 h under reflux. The mixture was cooled and the excess of NaH destroyed by the dropwise addition of MeOH (40 ml). The mixture was poured into dilute HCl (2N), extracted with Et2O and the organic phase was washed with water, brine and dried over MgSO4. The residue was purified by flash chromatography eluting with Et2O/hexanes (10% Et2O) to give methyl 4-(3′,5′-dimethylphenyl)acetoacetate as a yellow oil (31 g).","methyl 3,5-dimethylbenzoate | DME | NaH | DME | argon | methyl acetate | DME | NaH | MeOH | HCl | Et2O | water | brine | MgSO4 | Et2O/hexanes | methyl 4-(3′,5′-dimethylphenyl)acetoacetate"
US20100009970A1,"Trifluoroacetic acid (0.25 ml) was added to tert-butyl (1S,4S)-7-benzamido-4-(3,4-dichlorophenyl)-1,2,3,4-tetrahydrona-phthalen-1-yl(methyl)carbamate (121 mg, 0.23 mmol) in 2 ml DCM, and the mixture was stirred for 3 hours. The mixture was then diluted with DCM and washed with saturated sodium bicarbonate solution and brine. The organic layer was separated, dried over anhydrous Na2SO4, and concentrated in vacuo. The residue was purified by flash chromatography eluted with methanol:DCM (6%) to yield 85.4 mg of the desired product, N-((5S,8S)-5-(3,4-dichlorophenyl)-8-(methylamino)-5,6,7,8-tetrahydronaphthalen-2-yl)benzamide. 1H NMR (CDCl3, 400 Mhz) generated the following peaks: δ 7.85-7.87 (m, 3H), 7.76 (d, 1H), 7.48-7.55 (m, 3H), 7.33-7.36 (m, 2H), 7.24 (d, 1H), 6.97 (d, 1H), 6.81 (d, 1H), 3.96-4.00 (m, 1H), 3.74-3.76 (m, 1H), 2.55 (s, 3H), 1.83-2.04 (m, 4H). Mass spectrometry showed m/z=425.0 (M+H+).","Trifluoroacetic acid | tert-butyl (1S,4S)-7-benzamido-4-(3,4-dichlorophenyl)-1,2,3,4-tetrahydrona-phthalen-1-yl(methyl)carbamate | DCM | DCM | sodium bicarbonate | brine | Na2SO4 | methanol | DCM | desired product | N-((5S,8S)-5-(3,4-dichlorophenyl)-8-(methylamino)-5,6,7,8-tetrahydronaphthalen-2-yl)benzamide"
US20160009726A1,"MeOH (40 mL) was added to crude thieno[3,2-b]pyridine-5-carboxylic acid (3.1 g, 17 mmol) from the previous step. Conc. H2SO4 (2.8 mL, 52 mmol) was then carefully added and the reaction mixture was stirred at reflux overnight. After this time, the solvent was evaporated and the product dissolved in EtOAc. The obtained solution was neutralized with a saturated solution of NaHCO3 and the product was extracted with EtOAc (2×). The organic phase was dried over Na2SO4 and the solvent evaporated under reduced pressure. Crude product was purified by chromatography on silica gel using Biotage Isolera™ apparatus to give the sub-title compound (2.03 g, 61% over two steps). LCMS calc. for C9H8NO2S (M+H)+ m/z=194.0. found 194.0.","MeOH | thieno[3,2-b]pyridine-5-carboxylic acid | H2SO4 | EtOAc | EtOAc | Na2SO4 | Crude product | silica gel | sub-title compound"
US08697708B2,"To a solution of 2-chloro-N-(2-chloro-4-cyano-6-fluorobenzoyl)-N-(2-chloro-3-fluoro-pyridin-4-yl)-4-cyano-6-fluoro-benzamide (0.865 g, 1.7 mmol) in MeOH (8.5 mL) and dioxane (8.5 mL) was added sodium hydroxide (0.102 g, 2.5 mmol). The resulting mixture stirred at room temperature for 2.5 hours and then concentrated under reduced pressure. The residue was partitioned between DCM and saturated aqueous sodium hydrogen carbonate solution. The organic layer was dried over Na2SO4 and concentrated under reduced pressure. The residue was purified by silica gel flash chromatography eluting with 0-100% DCM in pentane to give the desired compound as an off-white solid (0.308 g, 55% yield). 1H NMR (300 MHz, CDCl3): δ 8.49-8.40 (m, 1H), 8.25 (d, J=5.4 Hz, 1H), 7.98 (br s, 1H), 7.64 (t, J=1.3 Hz, 1H), 7.47 (dd, J=7.9, 1.5 Hz, 1H). LCMS (Method D): RT=3.33 min, m/z: 328 [M+H+].",2-chloro-N-(2-chloro-4-cyano-6-fluorobenzoyl)-N-(2-chloro-3-fluoro-pyridin-4-yl)-4-cyano-6-fluoro-benzamide | MeOH | dioxane | sodium hydroxide | DCM | sodium hydrogen carbonate | Na2SO4 | silica gel | DCM | pentane | desired compound
US08030304B2,"Stir a mixture of 3-(4-bromo-2-morpholin-4-yl-thiazol-5-yl)-7-(1-ethyl-propyl)-2,5-dimethyl-pyrazolo[1,5-a]pyrimidine (162 mg, 0.35 mmol), sodium methoxide (57 mg, 1.05 mmol) and copper(I) iodide (67 mg, 0.35 mmol) in methanol (3 mL) in a sealed 4-mL vial for 15 h at 120° C. Cool to room temperature, remove the solid by filtration, and concentrate the filtrate under vacuum. Purify the residue by flash chromatography, eluting with hexanes/THF (10/2). Recrystallize the material from methanol to give the title compound (20 mg). ES/MS m/z 416.0 (M+1)+.","3-(4-bromo-2-morpholin-4-yl-thiazol-5-yl)-7-(1-ethyl-propyl)-2,5-dimethyl-pyrazolo[1,5-a]pyrimidine | sodium methoxide | copper(I) iodide | methanol | hexanes/THF | methanol | title compound"
US08604219B2,"70 g of 9-ethyl-1,2,3,4-tetrahydrocarbazole was charged along with 3.5 g of filtered wet catalyst obtained from above batch (2 wt % on dry basis) and 35 ml o-xylene. The content were heated under a slow current of nitrogen to achieve 200° C. liquid temperature and maintained for 15 hour to get GC conversion of 82% 9-ethyl carbazole and 17% 9-ethyl-tetrahydrocarbazole. Further, 0.3 g fresh 5%-Pd-carbon (50% moisture) was added at this stage and the reaction was maintained at 200° C. for further 6 hours to get 99% conversion. The reaction mass was then filtered to remove the catalyst and the filtrate was concentrated under reduced pressure to get 67.9 g crude product with GC purity of 98.4%. Filtered catalyst was further recycled three times by adding fresh 5% Pd-c catalyst, 10% of initial catalyst loading to achieve higher conversion.","9-ethyl-1,2,3,4-tetrahydrocarbazole | filtered wet catalyst | o-xylene | nitrogen | 9-ethyl carbazole | 9-ethyl-tetrahydrocarbazole"
US08410107B2,"The title compound was synthesized in analogy to Example 1, using 5-(4-chloro-phenyl)-6-(2,2, 2-trifluoro-ethoxy)-pyridin-3-ylamine and 1-methyl-1H-Pyrazole-3-carboxylic acid as starting materials, MS (LC/MS): 411.0 (M+H).","title compound | 5-(4-chloro-phenyl)-6-(2,2, 2-trifluoro-ethoxy)-pyridin-3-ylamine | 1-methyl-1H-Pyrazole-3-carboxylic acid"
US08242117B2,"To a stirred solution 3-hydrazino-N-methoxy-4-methyl-benzamide 2 (116 mg, estimated 0.14 mmol) in EtOH (10 ml) was added 2-(3-iodo-benzoyl)-3-phenylamino-acrylonitrile 3 (59 mg, 0.14 mmol, preparation: International Patent Application Publication No. WO 02/57101 A1, pg. 84) and mixture was heated (bath T=65-70° C.) for 4 hr, when additional 3-hydrazino-N-methoxy-4-methyl-benzamide 2 (80 mg, 0.11 mmol) was added and the mixture was heated at the same temperature for 27 hr. It was cooled to room temperature, concentrated and redissolved in EtOAc before it was washed with water and brine, dried over Na2SO4, concentrated to give a crude semisolid. The mixture was then purified by flash chromatography, eluting with 1:1 EtOAc/hexanes to remove impurities then 100% EtOAc give 3-[5-amino-4-(3-iodo-benzoyl)-pyrazol-1-yl]-N-methoxy-4-methyl-benzamide 4 as an off-white solid (38 mg, 0.08 mmol, 55%). HPLC (6 minute gradient) tR 3.49 min; MS m/z 476.96 [M+H]+; 1H NMR (CD3OD, 300 MHz) δ 8.10 (s, 1 H), 7.95 (d, J=8.0, 1 H), 7.88 (d, J=8.0, 1 H), 7.82 (m, 2 H), 7.78 (s, 1 H), 7.58 (d, J=8.0, 1 H), 7.33 (t, J=7.8, 1 H), 5.02 (s. 3 H), 2.33 (s, 3 H) ppm; 13C NMR (DMSO-d6, 125 MHz.) δ 189.3, 154.3, 143.5, 143.3, 142.0, 138.3, 137.4, 133.5, 132.9, 132.0, 130.4, 128.8, 128.4, 104.8, 95.4, 64.8, 18.2 ppm.",3-hydrazino-N-methoxy-4-methyl-benzamide | EtOH | 2-(3-iodo-benzoyl)-3-phenylamino-acrylonitrile | 02/57101 A1 | 3-hydrazino-N-methoxy-4-methyl-benzamide | EtOAc | water | brine | Na2SO4 | EtOAc/hexanes | EtOAc | 3-[5-amino-4-(3-iodo-benzoyl)-pyrazol-1-yl]-N-methoxy-4-methyl-benzamide
US20110059047A1,"Lithium hydroxide monohydrate (0.947 g, 22.6 mmol., 1.1 eq.) was added to a solution of ethyl 4-isopropyl-thiazole-2 carboxylate (4.08 g, 20.5 mmol., 1.0 eq.) in tetrahydrofuran (45 mL) and methanol (15 mL). The reaction mixture was stirred at ambient temperature for 15 hours. LCMS analysis of the reaction mixture showed a small amount of methyl ester remaining (trans-esterification from ethyl to methyl ester occurred) so lithium hydroxide monohydrate (86 mg, 2.0 mmol., 0.1 eq.) was added and the reaction mixture stirred for a further 3 hours. The reaction mixture was diluted with water (15 mL) and washed with diethyl ether (40 mL). The aqueous phase was cooled to 0° C., and acidified to pH 3 by slow addition of 1M hydrochloric acid. The aqueous layer was extracted with diethyl ether (3×50 mL). The organic extracts were combined, dried over sodium sulphate, filtered and the solvent removed under vacuum to give a mixture of the title product 2.5 g (71%) and 0.6 g of the decarboxylated by product. The mixture was used in the next step without further purification. 1H NMR (250 MHz, CDCl3) δ ppm 7.29 (s, 1H) 3.15-3.30 (spt, J=6.85 Hz, 1H), 1.35 (d, J=6.85 Hz, 6H). LC-MS: 72% (UV), tR 1.21 min, m/z [M+1]+ 171.95.",Lithium hydroxide monohydrate | ethyl 4-isopropyl-thiazole-2 carboxylate | tetrahydrofuran | methanol | methyl ester | lithium hydroxide monohydrate | water | diethyl ether | hydrochloric acid | diethyl ether | sodium sulphate | title product
US08247421B2,"2-(methylsulfonyl)-4-(1-tosyl-5-(trifluoromethyl)-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidine-5-carbonitrile (75 mg, 0.15 mmol) was heated with benzenethiol (31 uL, 0.30 mmol, 2.0Eq.) and DIPEA (78 uL, 0.45 mmol, 3.0Eq.) in THF (2 mL) under microwave conditions at 100° C. for 10 minutes. A solution of LiOH.H2O (32 mg, 0.75 mmol, 5.0Eq.) in water (1 mL) was added to the mixture and the reaction left to stir for 90 minutes. The reaction was partitioned between EtOAc and water and the aqueous phase extracted with EtOAc. The combined organic layers were dried (Na2SO4) and concentrated in vacuo. The resultant solid was purified by column chromatography (ISCO Companion™, 12 g column, 0-30% EtOAc/Petroleum Ether) and lyophilized to give the title compound as a pale yellow solid (28 mg, 47% over 2 steps).","2-(methylsulfonyl)-4-(1-tosyl-5-(trifluoromethyl)-1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidine-5-carbonitrile | benzenethiol | DIPEA | THF | LiOH.H2O | water | EtOAc | water | EtOAc | Na2SO4 | EtOAc/Petroleum Ether | title compound"
US05886044,"The title compound was prepared from [2-(3,5-bistrifluoromethylphenyl) sulfonylaminoaniline (591 mg, 1.5 mmol) and 2-bromophenylisocyanate (305 mg, 1.5 mmol) according to General Method B. The product was purified by flash chromatography on silica gel (ethyl acetate:hexane 30/70) (10 mg, 1%).EI-MS m/z 580 (M-H)-","title compound | 2-(3,5-bistrifluoromethylphenyl) sulfonylaminoaniline | 2-bromophenylisocyanate | silica gel | ethyl acetate | hexane"
US06495546B1,"To a suspension of N-benzyl-N-tert-butoxycarbonyl-(3-trifluoromethoxy-6,7,8,9-tetrahydro-5H-benzocyclohepten-6-yl)amine (500 mg) in toluene (6 ml) and water (2 ml) were added phenylboronic acid (122 mg), sodium carbonate (210 mg) and tetrakis(triphenylphosphine)palladium(0) (35 mg), and the mixture was stirred at 80° C. for 3.5 hours. The resulting mixture was poured into water and extracted with ethyl acetate. The organic layer was washed with brine, dried over anhydrous magnesium sulfate and evaporated in vacuo. The residue was purified by column chromatography on silica gel (hexane:ethyl acetate=30:1 to 20:1) to give N-benzyl-N-(3-phenyl-6,7,8,9-tetrahydro-5H-benzocyclohepten-6-yl)-tert-butoxycarbonylamine (494 mg).","N-benzyl-N-tert-butoxycarbonyl-(3-trifluoromethoxy-6,7,8,9-tetrahydro-5H-benzocyclohepten-6-yl)amine | toluene | water | phenylboronic acid | sodium carbonate | tetrakis(triphenylphosphine)palladium(0) | water | ethyl acetate | brine | magnesium sulfate | silica gel | hexane | ethyl acetate | N-benzyl-N-(3-phenyl-6,7,8,9-tetrahydro-5H-benzocyclohepten-6-yl)-tert-butoxycarbonylamine"
US07638648B2,"Following General Procedure B and using 5-(cyclopropyl-methyl-amino)-2-ethynyl-8,8-dimethyl-4-methoxy-5,6,7,8-tetrahydro-naphthalene (Intermediate 81, 0.085 g, 0.30 mmol), methyl-2-(4-iodophenyl)propionate (Reagent 1, 0.087 g, 0.3 mmol), triethyl amine (8 mL), copper(I)iodide (0.019 g, 0.1 mmol) and dichlorobis(triphenylphosphine)palladium(II) (0.07 g, 0.1 mmol) followed by flash column chromatography over silica gel (230-400 mesh) using 5-20% ethyl acetate in hexane as the eluent, the title compound was obtained as a yellow solid (0.115 g, 86%).","5-(cyclopropyl-methyl-amino)-2-ethynyl-8,8-dimethyl-4-methoxy-5,6,7,8-tetrahydro-naphthalene | Intermediate 81 | methyl-2-(4-iodophenyl)propionate | Reagent 1 | triethyl amine | copper(I)iodide | dichlorobis(triphenylphosphine)palladium(II) | ethyl acetate | hexane | title compound | solid"
US05403908,"The liquid temperature was increased until refluxing took place and then a solution of 7.37 g (0.07 mole) of bromobenzene in diethyl ether (70 ml) was gradually added dropwise taking 30 minutes. After completion of the dropwise addition, it was kept as such for 1 hour under reflux. The reaction solution was cooled to room temperature and it was added at room temperture to a solution of 6.51 ml (0.05 mole) of m-bromostyrene and 0.32 g (0.6 m mole) of a nickel chloride-(1,3-diphenyl phosphino propane) complex in diethyl ether (100 ml). After completion of the dropwise addition, refluxing was continued for 4 hours. The reaction solution was poured into 500 ml of ice water and the pH was adjusted to be weakly acidic. Extraction with hexane was undertaken and, through washing, drying, removal of the solvent by distillation and purification by the silica gel column chromatography, 7.32 g of m-phenyl styrene (yield 80%) were obtained.","bromobenzene | diethyl ether | m-bromostyrene | nickel chloride-(1,3-diphenyl phosphino propane) | diethyl ether | ice water | hexane | silica gel | m-phenyl styrene"
US07932277B2,"(2S,4R)-1-tert-butyl 2-methyl 4-(4-chloroisoindoline-2-carbonyloxy)pyrrolidine-1,2-dicarboxylate (0.78 g, 1.8 mmol) was dissolved in a mixture of solvent THF:MeOH:water 2:2:1 (v/v) (5.4 mL), followed by addition of LiOH—H2O (0.15 g, 3.7 mmol). After stirring at rt for overnight, the reaction was concentrated to near dryness. The resulting solid residue was re-dissolved in water (40 mL) and washed with ether (2×30 mL). The aqueous layer was acidified with 1N HCl to pH˜2 and the combined EtOAc extracts (3×30 mL) was washed with brine and dried (Na2SO4), giving (2S,4R)-1-(tert-butoxycarbonyl)-4-(4-chloroisoindoline-2-carbonyloxy)pyrrolidine-2-carboxylic acid as a white foamy solid after evaporation of solvent.","(2S,4R)-1-tert-butyl 2-methyl 4-(4-chloroisoindoline-2-carbonyloxy)pyrrolidine-1,2-dicarboxylate | THF:MeOH:water | water | LiOH—H2O | ether | brine | Na2SO4 | (2S,4R)-1-(tert-butoxycarbonyl)-4-(4-chloroisoindoline-2-carbonyloxy)pyrrolidine-2-carboxylic acid"
US04642238,"A hydrated gel of tricalcium phosphate is prepared by slowly adding a solution of phosphoric acid (85% by weight) to a solution of calcium hydroxide (2.0% by weight) and reacted for 30 minutes. A translucent, hydrated precipitate of tricalcium phosphate is formed, which is concentrated by centrifugation. The concentrated gel of tricalcium phosphate is then added to the slurry of soy isolate. The slurry, following addition of the gel has a solids level of 14% by weight and a pH of 7.0±0.05. The gel is added in an amount sufficient to provide a calcium level of 2.6% by weight of the protein solids on a dry basis and the fortified slurry was allowed to equilibrate for 1 hour.",tricalcium phosphate | phosphoric acid | calcium hydroxide | tricalcium phosphate
US08034909B2,"To a solution of nucleoside 57 (0.3 g, 0.55 mmol) in anhydrous methanol (22 cm3) were added 1,4-cyclohexadiene (5.0 cm3) and 10% palladium on carbon (0.314 g). The mixture was stirred under reflux for 18 h. Additional 10% palladium on carbon (0.380 g) and 1,4-cyclohexadiene (5.5 cm3) were added and the mixture was refluxed for 54 h. The reaction mixture was filtered through a pad of silica gel which was subsequently washed with methanol (1500 cm3). The combined filtrate was evaporated under reduced pressure and the residue was purified by silica gel column chromatography using dichloromethane/methanol (92.5:7.5, v/v) as eluent to give compound 57A as a white solid material (0.051 g, 36%). δH ((CD3)2SO) 7.73 (1H, d, J 7.7, 6-H), 7.12-7.20 (2H, br s, NH2), 5.74 (1H, d, J 7.7, 5-H), 5.61 (1H, br s, 3′-OH), 5.39 (1H, s, 1′-H), 5.12 (1H, m, 5′-OH), 4.08 (1H, s, 2′-H), 3.80 (1H, d, J 7.7, 1″-Ha), 3.81 (1H, s, 3′-H), 3.74 (2H, m, 5′-Ha, 5′-Hb), 3.63 (1H, d, J 7.7, 1″-Hb). δC ((CD3)2SO) 165.66 (C-4), 154.58 (C-2), 139.68 (C-6), 93.19 (C-5), 88.42, 86.73 (C-1′, C-4′), 78.87, 70.85, 68.32, 56.04 (C-2′, C-1″, C-3′, C-5′). FAB-MS m/z 256 [M+H]+.","nucleoside | methanol | 1,4-cyclohexadiene | palladium on carbon | palladium on carbon | 1,4-cyclohexadiene | silica gel | methanol | silica gel | compound 57A | material"
